filename,image_path,true_label,predicted_label,distortion_name,distortion_level,sequence_accuracy,character_accuracy
000011_IjQgf.png,C:\Users\Startklar\OneDrive\Documents\GitHub\Deep Learning\Deep_Larning_Captcha\data\synthetic\clean\000011_IjQgf.png,IjQgf,liegr,clean,0,0,0.2
000012_TelMc.png,C:\Users\Startklar\OneDrive\Documents\GitHub\Deep Learning\Deep_Larning_Captcha\data\synthetic\clean\000012_TelMc.png,TelMc,raimc,clean,0,0,0.2
000013_0qGjf.png,C:\Users\Startklar\OneDrive\Documents\GitHub\Deep Learning\Deep_Larning_Captcha\data\synthetic\clean\000013_0qGjf.png,0qGjf,oqcrir,clean,0,0,0.16666666666666666
000014_Vb3mY.png,C:\Users\Startklar\OneDrive\Documents\GitHub\Deep Learning\Deep_Larning_Captcha\data\synthetic\clean\000014_Vb3mY.png,Vb3mY,vbsmy,clean,0,0,0.4
000015_jJxIm.png,C:\Users\Startklar\OneDrive\Documents\GitHub\Deep Learning\Deep_Larning_Captcha\data\synthetic\clean\000015_jJxIm.png,jJxIm,ijxim,clean,0,0,0.4
000016_WAmfU.png,C:\Users\Startklar\OneDrive\Documents\GitHub\Deep Learning\Deep_Larning_Captcha\data\synthetic\clean\000016_WAmfU.png,WAmfU,wamiu,clean,0,0,0.2
000017_2CvbP.png,C:\Users\Startklar\OneDrive\Documents\GitHub\Deep Learning\Deep_Larning_Captcha\data\synthetic\clean\000017_2CvbP.png,2CvbP,2cvbp,clean,0,0,0.6
000018_ocGVZ.png,C:\Users\Startklar\OneDrive\Documents\GitHub\Deep Learning\Deep_Larning_Captcha\data\synthetic\clean\000018_ocGVZ.png,ocGVZ,9eevz,clean,0,0,0
000019_ZiqE3.png,C:\Users\Startklar\OneDrive\Documents\GitHub\Deep Learning\Deep_Larning_Captcha\data\synthetic\clean\000019_ZiqE3.png,ZiqE3,zlqe,clean,0,0,0.2
000020_rGfGY.png,C:\Users\Startklar\OneDrive\Documents\GitHub\Deep Learning\Deep_Larning_Captcha\data\synthetic\clean\000020_rGfGY.png,rGfGY,rgrey,clean,0,0,0.2
000021_r9vjS.png,C:\Users\Startklar\OneDrive\Documents\GitHub\Deep Learning\Deep_Larning_Captcha\data\synthetic\clean\000021_r9vjS.png,r9vjS,r9vis,clean,0,0,0.6
000022_pelrH.png,C:\Users\Startklar\OneDrive\Documents\GitHub\Deep Learning\Deep_Larning_Captcha\data\synthetic\clean\000022_pelrH.png,pelrH,perh,clean,0,0,0.4
000023_oyghZ.png,C:\Users\Startklar\OneDrive\Documents\GitHub\Deep Learning\Deep_Larning_Captcha\data\synthetic\clean\000023_oyghZ.png,oyghZ,6ygnz,clean,0,0,0.4
000024_GHSEq.png,C:\Users\Startklar\OneDrive\Documents\GitHub\Deep Learning\Deep_Larning_Captcha\data\synthetic\clean\000024_GHSEq.png,GHSEq,ghseq,clean,0,0,0.2
000025_tKx7U.png,C:\Users\Startklar\OneDrive\Documents\GitHub\Deep Learning\Deep_Larning_Captcha\data\synthetic\clean\000025_tKx7U.png,tKx7U,ukx7u,clean,0,0,0.4
000026_nS5WN.png,C:\Users\Startklar\OneDrive\Documents\GitHub\Deep Learning\Deep_Larning_Captcha\data\synthetic\clean\000026_nS5WN.png,nS5WN,ns5wn,clean,0,0,0.4
000027_LVLm2.png,C:\Users\Startklar\OneDrive\Documents\GitHub\Deep Learning\Deep_Larning_Captcha\data\synthetic\clean\000027_LVLm2.png,LVLm2,lvlm2,clean,0,0,0.4
000028_3eAFe.png,C:\Users\Startklar\OneDrive\Documents\GitHub\Deep Learning\Deep_Larning_Captcha\data\synthetic\clean\000028_3eAFe.png,3eAFe,3eafe,clean,0,0,0.6
000029_Pf5PQ.png,C:\Users\Startklar\OneDrive\Documents\GitHub\Deep Learning\Deep_Larning_Captcha\data\synthetic\clean\000029_Pf5PQ.png,Pf5PQ,p16pe,clean,0,0,0
000030_RsRz4.png,C:\Users\Startklar\OneDrive\Documents\GitHub\Deep Learning\Deep_Larning_Captcha\data\synthetic\clean\000030_RsRz4.png,RsRz4,rerz4,clean,0,0,0.4
000031_4A0h5.png,C:\Users\Startklar\OneDrive\Documents\GitHub\Deep Learning\Deep_Larning_Captcha\data\synthetic\clean\000031_4A0h5.png,4A0h5,4a6n5,clean,0,0,0.4
000032_eu8aI.png,C:\Users\Startklar\OneDrive\Documents\GitHub\Deep Learning\Deep_Larning_Captcha\data\synthetic\clean\000032_eu8aI.png,eu8aI,eusar,clean,0,0,0.6
000033_8Mlby.png,C:\Users\Startklar\OneDrive\Documents\GitHub\Deep Learning\Deep_Larning_Captcha\data\synthetic\clean\000033_8Mlby.png,8Mlby,emiby,clean,0,0,0.4
000034_lXxik.png,C:\Users\Startklar\OneDrive\Documents\GitHub\Deep Learning\Deep_Larning_Captcha\data\synthetic\clean\000034_lXxik.png,lXxik,ixxik,clean,0,0,0.6
000035_7M3WJ.png,C:\Users\Startklar\OneDrive\Documents\GitHub\Deep Learning\Deep_Larning_Captcha\data\synthetic\clean\000035_7M3WJ.png,7M3WJ,7mewj,clean,0,0,0.2
000036_Fpji2.png,C:\Users\Startklar\OneDrive\Documents\GitHub\Deep Learning\Deep_Larning_Captcha\data\synthetic\clean\000036_Fpji2.png,Fpji2,fpii2,clean,0,0,0.6
000037_UaSdZ.png,C:\Users\Startklar\OneDrive\Documents\GitHub\Deep Learning\Deep_Larning_Captcha\data\synthetic\clean\000037_UaSdZ.png,UaSdZ,uasdz,clean,0,0,0.4
000038_5goUF.png,C:\Users\Startklar\OneDrive\Documents\GitHub\Deep Learning\Deep_Larning_Captcha\data\synthetic\clean\000038_5goUF.png,5goUF,5g6ur,clean,0,0,0.4
000039_fC83W.png,C:\Users\Startklar\OneDrive\Documents\GitHub\Deep Learning\Deep_Larning_Captcha\data\synthetic\clean\000039_fC83W.png,fC83W,fcbew,clean,0,0,0.2
000040_oEShk.png,C:\Users\Startklar\OneDrive\Documents\GitHub\Deep Learning\Deep_Larning_Captcha\data\synthetic\clean\000040_oEShk.png,oEShk,pesnk,clean,0,0,0.2
000041_xCIX8.png,C:\Users\Startklar\OneDrive\Documents\GitHub\Deep Learning\Deep_Larning_Captcha\data\synthetic\clean\000041_xCIX8.png,xCIX8,xcixe,clean,0,0,0.2
000042_qAei6.png,C:\Users\Startklar\OneDrive\Documents\GitHub\Deep Learning\Deep_Larning_Captcha\data\synthetic\clean\000042_qAei6.png,qAei6,qaei6,clean,0,0,0.8
000043_cpluO.png,C:\Users\Startklar\OneDrive\Documents\GitHub\Deep Learning\Deep_Larning_Captcha\data\synthetic\clean\000043_cpluO.png,cpluO,cpiu6,clean,0,0,0.6
000044_1hBhE.png,C:\Users\Startklar\OneDrive\Documents\GitHub\Deep Learning\Deep_Larning_Captcha\data\synthetic\clean\000044_1hBhE.png,1hBhE,1nene,clean,0,0,0.2
000045_h21dI.png,C:\Users\Startklar\OneDrive\Documents\GitHub\Deep Learning\Deep_Larning_Captcha\data\synthetic\clean\000045_h21dI.png,h21dI,n21dr,clean,0,0,0.6
000046_x6qzt.png,C:\Users\Startklar\OneDrive\Documents\GitHub\Deep Learning\Deep_Larning_Captcha\data\synthetic\clean\000046_x6qzt.png,x6qzt,x6qzt,clean,0,1,1
000047_mww6W.png,C:\Users\Startklar\OneDrive\Documents\GitHub\Deep Learning\Deep_Larning_Captcha\data\synthetic\clean\000047_mww6W.png,mww6W,mwwew,clean,0,0,0.6
000048_34dyX.png,C:\Users\Startklar\OneDrive\Documents\GitHub\Deep Learning\Deep_Larning_Captcha\data\synthetic\clean\000048_34dyX.png,34dyX,34dyx,clean,0,0,0.8
000049_inKvo.png,C:\Users\Startklar\OneDrive\Documents\GitHub\Deep Learning\Deep_Larning_Captcha\data\synthetic\clean\000049_inKvo.png,inKvo,inkve,clean,0,0,0.6
000050_LX9Vr.png,C:\Users\Startklar\OneDrive\Documents\GitHub\Deep Learning\Deep_Larning_Captcha\data\synthetic\clean\000050_LX9Vr.png,LX9Vr,lx9vr,clean,0,0,0.4
000051_GmtCR.png,C:\Users\Startklar\OneDrive\Documents\GitHub\Deep Learning\Deep_Larning_Captcha\data\synthetic\clean\000051_GmtCR.png,GmtCR,emtcr,clean,0,0,0.4
000052_hP7ms.png,C:\Users\Startklar\OneDrive\Documents\GitHub\Deep Learning\Deep_Larning_Captcha\data\synthetic\clean\000052_hP7ms.png,hP7ms,np7ms,clean,0,0,0.6
000053_g0CN7.png,C:\Users\Startklar\OneDrive\Documents\GitHub\Deep Learning\Deep_Larning_Captcha\data\synthetic\clean\000053_g0CN7.png,g0CN7,gocn7,clean,0,0,0.4
000054_rJLtB.png,C:\Users\Startklar\OneDrive\Documents\GitHub\Deep Learning\Deep_Larning_Captcha\data\synthetic\clean\000054_rJLtB.png,rJLtB,rjlte,clean,0,0,0.4
000055_q41tR.png,C:\Users\Startklar\OneDrive\Documents\GitHub\Deep Learning\Deep_Larning_Captcha\data\synthetic\clean\000055_q41tR.png,q41tR,q41rr,clean,0,0,0.6
000056_Uisyr.png,C:\Users\Startklar\OneDrive\Documents\GitHub\Deep Learning\Deep_Larning_Captcha\data\synthetic\clean\000056_Uisyr.png,Uisyr,uieyr,clean,0,0,0.6
000057_8KYWk.png,C:\Users\Startklar\OneDrive\Documents\GitHub\Deep Learning\Deep_Larning_Captcha\data\synthetic\clean\000057_8KYWk.png,8KYWk,akywk,clean,0,0,0.2
000058_oe4vh.png,C:\Users\Startklar\OneDrive\Documents\GitHub\Deep Learning\Deep_Larning_Captcha\data\synthetic\clean\000058_oe4vh.png,oe4vh,ee4vn,clean,0,0,0.6
000059_Ez8Sj.png,C:\Users\Startklar\OneDrive\Documents\GitHub\Deep Learning\Deep_Larning_Captcha\data\synthetic\clean\000059_Ez8Sj.png,Ez8Sj,ezesi,clean,0,0,0.2
000060_rJdCY.png,C:\Users\Startklar\OneDrive\Documents\GitHub\Deep Learning\Deep_Larning_Captcha\data\synthetic\clean\000060_rJdCY.png,rJdCY,rjacy,clean,0,0,0.2
000061_UjmSO.png,C:\Users\Startklar\OneDrive\Documents\GitHub\Deep Learning\Deep_Larning_Captcha\data\synthetic\clean\000061_UjmSO.png,UjmSO,ujms9,clean,0,0,0.4
000062_0N6D8.png,C:\Users\Startklar\OneDrive\Documents\GitHub\Deep Learning\Deep_Larning_Captcha\data\synthetic\clean\000062_0N6D8.png,0N6D8,pn6de,clean,0,0,0.2
000063_GQv1q.png,C:\Users\Startklar\OneDrive\Documents\GitHub\Deep Learning\Deep_Larning_Captcha\data\synthetic\clean\000063_GQv1q.png,GQv1q,cev1q,clean,0,0,0.6
000064_ozjAz.png,C:\Users\Startklar\OneDrive\Documents\GitHub\Deep Learning\Deep_Larning_Captcha\data\synthetic\clean\000064_ozjAz.png,ozjAz,6ziaz,clean,0,0,0.4
000065_GUkgN.png,C:\Users\Startklar\OneDrive\Documents\GitHub\Deep Learning\Deep_Larning_Captcha\data\synthetic\clean\000065_GUkgN.png,GUkgN,sukgn,clean,0,0,0.4
000066_4Blz5.png,C:\Users\Startklar\OneDrive\Documents\GitHub\Deep Learning\Deep_Larning_Captcha\data\synthetic\clean\000066_4Blz5.png,4Blz5,4elz5,clean,0,0,0.8
000067_Lsw8J.png,C:\Users\Startklar\OneDrive\Documents\GitHub\Deep Learning\Deep_Larning_Captcha\data\synthetic\clean\000067_Lsw8J.png,Lsw8J,lewsj,clean,0,0,0.2
000068_elJ70.png,C:\Users\Startklar\OneDrive\Documents\GitHub\Deep Learning\Deep_Larning_Captcha\data\synthetic\clean\000068_elJ70.png,elJ70,eiu76,clean,0,0,0.4
000069_jEigU.png,C:\Users\Startklar\OneDrive\Documents\GitHub\Deep Learning\Deep_Larning_Captcha\data\synthetic\clean\000069_jEigU.png,jEigU,jeigu,clean,0,0,0.6
000070_zKc5A.png,C:\Users\Startklar\OneDrive\Documents\GitHub\Deep Learning\Deep_Larning_Captcha\data\synthetic\clean\000070_zKc5A.png,zKc5A,zkc5a,clean,0,0,0.6
000071_ptU3R.png,C:\Users\Startklar\OneDrive\Documents\GitHub\Deep Learning\Deep_Larning_Captcha\data\synthetic\clean\000071_ptU3R.png,ptU3R,ptusr,clean,0,0,0.4
000072_U6spI.png,C:\Users\Startklar\OneDrive\Documents\GitHub\Deep Learning\Deep_Larning_Captcha\data\synthetic\clean\000072_U6spI.png,U6spI,u6spi,clean,0,0,0.6
000073_NAErf.png,C:\Users\Startklar\OneDrive\Documents\GitHub\Deep Learning\Deep_Larning_Captcha\data\synthetic\clean\000073_NAErf.png,NAErf,naer,clean,0,0,0.2
000074_C6X8U.png,C:\Users\Startklar\OneDrive\Documents\GitHub\Deep Learning\Deep_Larning_Captcha\data\synthetic\clean\000074_C6X8U.png,C6X8U,c6xau,clean,0,0,0.2
000075_diZNL.png,C:\Users\Startklar\OneDrive\Documents\GitHub\Deep Learning\Deep_Larning_Captcha\data\synthetic\clean\000075_diZNL.png,diZNL,diznl,clean,0,0,0.4
000076_aArQW.png,C:\Users\Startklar\OneDrive\Documents\GitHub\Deep Learning\Deep_Larning_Captcha\data\synthetic\clean\000076_aArQW.png,aArQW,aaraw,clean,0,0,0.4
000077_tmCyA.png,C:\Users\Startklar\OneDrive\Documents\GitHub\Deep Learning\Deep_Larning_Captcha\data\synthetic\clean\000077_tmCyA.png,tmCyA,imcya,clean,0,0,0.4
000078_2QsQp.png,C:\Users\Startklar\OneDrive\Documents\GitHub\Deep Learning\Deep_Larning_Captcha\data\synthetic\clean\000078_2QsQp.png,2QsQp,2as6p,clean,0,0,0.6
000079_qjRFB.png,C:\Users\Startklar\OneDrive\Documents\GitHub\Deep Learning\Deep_Larning_Captcha\data\synthetic\clean\000079_qjRFB.png,qjRFB,qirre,clean,0,0,0.2
000080_DAoot.png,C:\Users\Startklar\OneDrive\Documents\GitHub\Deep Learning\Deep_Larning_Captcha\data\synthetic\clean\000080_DAoot.png,DAoot,dae6t,clean,0,0,0.2
000081_ZVbE7.png,C:\Users\Startklar\OneDrive\Documents\GitHub\Deep Learning\Deep_Larning_Captcha\data\synthetic\clean\000081_ZVbE7.png,ZVbE7,zvbe7,clean,0,0,0.4
000082_oIGL6.png,C:\Users\Startklar\OneDrive\Documents\GitHub\Deep Learning\Deep_Larning_Captcha\data\synthetic\clean\000082_oIGL6.png,oIGL6,arel6,clean,0,0,0.2
000083_z9kBB.png,C:\Users\Startklar\OneDrive\Documents\GitHub\Deep Learning\Deep_Larning_Captcha\data\synthetic\clean\000083_z9kBB.png,z9kBB,z9ree,clean,0,0,0.4
000084_Aej0l.png,C:\Users\Startklar\OneDrive\Documents\GitHub\Deep Learning\Deep_Larning_Captcha\data\synthetic\clean\000084_Aej0l.png,Aej0l,a9iia,clean,0,0,0
000085_uecRR.png,C:\Users\Startklar\OneDrive\Documents\GitHub\Deep Learning\Deep_Larning_Captcha\data\synthetic\clean\000085_uecRR.png,uecRR,uecrr,clean,0,0,0.6
000086_zr38i.png,C:\Users\Startklar\OneDrive\Documents\GitHub\Deep Learning\Deep_Larning_Captcha\data\synthetic\clean\000086_zr38i.png,zr38i,zrser,clean,0,0,0.4
000087_Vu37C.png,C:\Users\Startklar\OneDrive\Documents\GitHub\Deep Learning\Deep_Larning_Captcha\data\synthetic\clean\000087_Vu37C.png,Vu37C,vue7c,clean,0,0,0.4
000088_tqkNE.png,C:\Users\Startklar\OneDrive\Documents\GitHub\Deep Learning\Deep_Larning_Captcha\data\synthetic\clean\000088_tqkNE.png,tqkNE,tqkne,clean,0,0,0.6
000089_lfqFS.png,C:\Users\Startklar\OneDrive\Documents\GitHub\Deep Learning\Deep_Larning_Captcha\data\synthetic\clean\000089_lfqFS.png,lfqFS,rrqfs,clean,0,0,0.2
000090_TrmMu.png,C:\Users\Startklar\OneDrive\Documents\GitHub\Deep Learning\Deep_Larning_Captcha\data\synthetic\clean\000090_TrmMu.png,TrmMu,trmimu,clean,0,0,0.3333333333333333
000091_Twdrq.png,C:\Users\Startklar\OneDrive\Documents\GitHub\Deep Learning\Deep_Larning_Captcha\data\synthetic\clean\000091_Twdrq.png,Twdrq,twara,clean,0,0,0.4
000092_AFLlw.png,C:\Users\Startklar\OneDrive\Documents\GitHub\Deep Learning\Deep_Larning_Captcha\data\synthetic\clean\000092_AFLlw.png,AFLlw,afliw,clean,0,0,0.2
000093_8TLt0.png,C:\Users\Startklar\OneDrive\Documents\GitHub\Deep Learning\Deep_Larning_Captcha\data\synthetic\clean\000093_8TLt0.png,8TLt0,etlt6,clean,0,0,0.2
000094_5lizu.png,C:\Users\Startklar\OneDrive\Documents\GitHub\Deep Learning\Deep_Larning_Captcha\data\synthetic\clean\000094_5lizu.png,5lizu,5lizu,clean,0,1,1
000095_440sK.png,C:\Users\Startklar\OneDrive\Documents\GitHub\Deep Learning\Deep_Larning_Captcha\data\synthetic\clean\000095_440sK.png,440sK,44osk,clean,0,0,0.6
000096_M7cxH.png,C:\Users\Startklar\OneDrive\Documents\GitHub\Deep Learning\Deep_Larning_Captcha\data\synthetic\clean\000096_M7cxH.png,M7cxH,m79xh,clean,0,0,0.4
000097_uEdgS.png,C:\Users\Startklar\OneDrive\Documents\GitHub\Deep Learning\Deep_Larning_Captcha\data\synthetic\clean\000097_uEdgS.png,uEdgS,uedgs,clean,0,0,0.6
000098_IrE0s.png,C:\Users\Startklar\OneDrive\Documents\GitHub\Deep Learning\Deep_Larning_Captcha\data\synthetic\clean\000098_IrE0s.png,IrE0s,iregs,clean,0,0,0.4
000099_ukxaD.png,C:\Users\Startklar\OneDrive\Documents\GitHub\Deep Learning\Deep_Larning_Captcha\data\synthetic\clean\000099_ukxaD.png,ukxaD,ukxed,clean,0,0,0.6
000100_rJNVW.png,C:\Users\Startklar\OneDrive\Documents\GitHub\Deep Learning\Deep_Larning_Captcha\data\synthetic\clean\000100_rJNVW.png,rJNVW,rjnvw,clean,0,0,0.2
000101_KfARS.png,C:\Users\Startklar\OneDrive\Documents\GitHub\Deep Learning\Deep_Larning_Captcha\data\synthetic\clean\000101_KfARS.png,KfARS,kfars,clean,0,0,0.2
000102_vwX1D.png,C:\Users\Startklar\OneDrive\Documents\GitHub\Deep Learning\Deep_Larning_Captcha\data\synthetic\clean\000102_vwX1D.png,vwX1D,vwx1d,clean,0,0,0.6
000103_cqvPz.png,C:\Users\Startklar\OneDrive\Documents\GitHub\Deep Learning\Deep_Larning_Captcha\data\synthetic\clean\000103_cqvPz.png,cqvPz,cqvpz,clean,0,0,0.8
000104_pUpGJ.png,C:\Users\Startklar\OneDrive\Documents\GitHub\Deep Learning\Deep_Larning_Captcha\data\synthetic\clean\000104_pUpGJ.png,pUpGJ,pupaj,clean,0,0,0.4
000105_32v7k.png,C:\Users\Startklar\OneDrive\Documents\GitHub\Deep Learning\Deep_Larning_Captcha\data\synthetic\clean\000105_32v7k.png,32v7k,32v7k,clean,0,1,1
000106_tG9rq.png,C:\Users\Startklar\OneDrive\Documents\GitHub\Deep Learning\Deep_Larning_Captcha\data\synthetic\clean\000106_tG9rq.png,tG9rq,tc9rq,clean,0,0,0.8
000107_DTtGK.png,C:\Users\Startklar\OneDrive\Documents\GitHub\Deep Learning\Deep_Larning_Captcha\data\synthetic\clean\000107_DTtGK.png,DTtGK,dtrck,clean,0,0,0
000108_ZSC7F.png,C:\Users\Startklar\OneDrive\Documents\GitHub\Deep Learning\Deep_Larning_Captcha\data\synthetic\clean\000108_ZSC7F.png,ZSC7F,zsc7f,clean,0,0,0.2
000109_1jMvN.png,C:\Users\Startklar\OneDrive\Documents\GitHub\Deep Learning\Deep_Larning_Captcha\data\synthetic\clean\000109_1jMvN.png,1jMvN,1imvn,clean,0,0,0.4
000110_O8f2e.png,C:\Users\Startklar\OneDrive\Documents\GitHub\Deep Learning\Deep_Larning_Captcha\data\synthetic\clean\000110_O8f2e.png,O8f2e,osr2e,clean,0,0,0.4
000111_jYNkR.png,C:\Users\Startklar\OneDrive\Documents\GitHub\Deep Learning\Deep_Larning_Captcha\data\synthetic\clean\000111_jYNkR.png,jYNkR,jynrr,clean,0,0,0.2
000112_ss7aZ.png,C:\Users\Startklar\OneDrive\Documents\GitHub\Deep Learning\Deep_Larning_Captcha\data\synthetic\clean\000112_ss7aZ.png,ss7aZ,s97az,clean,0,0,0.6
000113_Pj2va.png,C:\Users\Startklar\OneDrive\Documents\GitHub\Deep Learning\Deep_Larning_Captcha\data\synthetic\clean\000113_Pj2va.png,Pj2va,pi2va,clean,0,0,0.6
000114_4sI34.png,C:\Users\Startklar\OneDrive\Documents\GitHub\Deep Learning\Deep_Larning_Captcha\data\synthetic\clean\000114_4sI34.png,4sI34,4eie4,clean,0,0,0.4
000115_NiFUN.png,C:\Users\Startklar\OneDrive\Documents\GitHub\Deep Learning\Deep_Larning_Captcha\data\synthetic\clean\000115_NiFUN.png,NiFUN,n1fun,clean,0,0,0
000116_x81iY.png,C:\Users\Startklar\OneDrive\Documents\GitHub\Deep Learning\Deep_Larning_Captcha\data\synthetic\clean\000116_x81iY.png,x81iY,xe1ry,clean,0,0,0.4
000117_xTtqk.png,C:\Users\Startklar\OneDrive\Documents\GitHub\Deep Learning\Deep_Larning_Captcha\data\synthetic\clean\000117_xTtqk.png,xTtqk,xrtqk,clean,0,0,0.8
000118_nsN9N.png,C:\Users\Startklar\OneDrive\Documents\GitHub\Deep Learning\Deep_Larning_Captcha\data\synthetic\clean\000118_nsN9N.png,nsN9N,nen9n,clean,0,0,0.4
000119_XQXG8.png,C:\Users\Startklar\OneDrive\Documents\GitHub\Deep Learning\Deep_Larning_Captcha\data\synthetic\clean\000119_XQXG8.png,XQXG8,x96xece,clean,0,0,0
000120_ygBwE.png,C:\Users\Startklar\OneDrive\Documents\GitHub\Deep Learning\Deep_Larning_Captcha\data\synthetic\clean\000120_ygBwE.png,ygBwE,ygewe,clean,0,0,0.6
000121_Jrv7o.png,C:\Users\Startklar\OneDrive\Documents\GitHub\Deep Learning\Deep_Larning_Captcha\data\synthetic\clean\000121_Jrv7o.png,Jrv7o,jrv76,clean,0,0,0.6
000122_hpoZL.png,C:\Users\Startklar\OneDrive\Documents\GitHub\Deep Learning\Deep_Larning_Captcha\data\synthetic\clean\000122_hpoZL.png,hpoZL,np6zl,clean,0,0,0.2
000123_MZYPM.png,C:\Users\Startklar\OneDrive\Documents\GitHub\Deep Learning\Deep_Larning_Captcha\data\synthetic\clean\000123_MZYPM.png,MZYPM,mzypm,clean,0,0,0
000124_79Iqf.png,C:\Users\Startklar\OneDrive\Documents\GitHub\Deep Learning\Deep_Larning_Captcha\data\synthetic\clean\000124_79Iqf.png,79Iqf,79iqr,clean,0,0,0.6
000125_Pr7i2.png,C:\Users\Startklar\OneDrive\Documents\GitHub\Deep Learning\Deep_Larning_Captcha\data\synthetic\clean\000125_Pr7i2.png,Pr7i2,pr7i2,clean,0,0,0.8
000126_XkP5P.png,C:\Users\Startklar\OneDrive\Documents\GitHub\Deep Learning\Deep_Larning_Captcha\data\synthetic\clean\000126_XkP5P.png,XkP5P,xkp5p,clean,0,0,0.4
000127_gvhNG.png,C:\Users\Startklar\OneDrive\Documents\GitHub\Deep Learning\Deep_Larning_Captcha\data\synthetic\clean\000127_gvhNG.png,gvhNG,gvnnc,clean,0,0,0.4
000128_dKVjq.png,C:\Users\Startklar\OneDrive\Documents\GitHub\Deep Learning\Deep_Larning_Captcha\data\synthetic\clean\000128_dKVjq.png,dKVjq,ckviq,clean,0,0,0.2
000129_OaCW1.png,C:\Users\Startklar\OneDrive\Documents\GitHub\Deep Learning\Deep_Larning_Captcha\data\synthetic\clean\000129_OaCW1.png,OaCW1,oacw1,clean,0,0,0.4
000130_npfkn.png,C:\Users\Startklar\OneDrive\Documents\GitHub\Deep Learning\Deep_Larning_Captcha\data\synthetic\clean\000130_npfkn.png,npfkn,np1rn,clean,0,0,0.6
000131_OpLwi.png,C:\Users\Startklar\OneDrive\Documents\GitHub\Deep Learning\Deep_Larning_Captcha\data\synthetic\clean\000131_OpLwi.png,OpLwi,oplw,clean,0,0,0.4
000132_lXgCB.png,C:\Users\Startklar\OneDrive\Documents\GitHub\Deep Learning\Deep_Larning_Captcha\data\synthetic\clean\000132_lXgCB.png,lXgCB,ixgce,clean,0,0,0.2
000133_PvlDt.png,C:\Users\Startklar\OneDrive\Documents\GitHub\Deep Learning\Deep_Larning_Captcha\data\synthetic\clean\000133_PvlDt.png,PvlDt,pvidt,clean,0,0,0.4
000134_4DvUh.png,C:\Users\Startklar\OneDrive\Documents\GitHub\Deep Learning\Deep_Larning_Captcha\data\synthetic\clean\000134_4DvUh.png,4DvUh,4dvun,clean,0,0,0.4
000135_b7I6M.png,C:\Users\Startklar\OneDrive\Documents\GitHub\Deep Learning\Deep_Larning_Captcha\data\synthetic\clean\000135_b7I6M.png,b7I6M,b7iam,clean,0,0,0.4
000136_9M29O.png,C:\Users\Startklar\OneDrive\Documents\GitHub\Deep Learning\Deep_Larning_Captcha\data\synthetic\clean\000136_9M29O.png,9M29O,9m2p6,clean,0,0,0.4
000137_EWEeo.png,C:\Users\Startklar\OneDrive\Documents\GitHub\Deep Learning\Deep_Larning_Captcha\data\synthetic\clean\000137_EWEeo.png,EWEeo,ewee6,clean,0,0,0.2
000138_rqKOq.png,C:\Users\Startklar\OneDrive\Documents\GitHub\Deep Learning\Deep_Larning_Captcha\data\synthetic\clean\000138_rqKOq.png,rqKOq,rqkoq,clean,0,0,0.6
