image,true_label,predicted,ladder_level,ladder_name,font,word_correct,char_correct
level_0_clean_centered_text/000024_SJoRu.png,SJoRu,sJ6Ru,0,clean_centered_text,arial.ttf,0,3
level_0_clean_centered_text/000025_1XXdo.png,1XXdo,1XXd6,0,clean_centered_text,arial.ttf,0,4
level_0_clean_centered_text/000026_0cZuz.png,0cZuz,OcZuz,0,clean_centered_text,arial.ttf,0,4
level_0_clean_centered_text/000027_ren68.png,ren68,ren68,0,clean_centered_text,arial.ttf,1,5
level_0_clean_centered_text/000028_K4Tun.png,K4Tun,K4Tun,0,clean_centered_text,arial.ttf,1,5
level_0_clean_centered_text/000029_PFz46.png,PFz46,PFz46,0,clean_centered_text,arial.ttf,1,5
level_0_clean_centered_text/000030_PDjqi.png,PDjqi,PDjqi,0,clean_centered_text,arial.ttf,1,5
level_0_clean_centered_text/000031_pVJIq.png,pVJIq,pVJIq,0,clean_centered_text,arial.ttf,1,5
level_0_clean_centered_text/000032_VLB5L.png,VLB5L,vLB5l,0,clean_centered_text,arial.ttf,0,3
level_0_clean_centered_text/000033_zxoiG.png,zxoiG,zx6iG,0,clean_centered_text,arial.ttf,0,4
level_0_clean_centered_text/000034_FfWd3.png,FfWd3,FfWd3,0,clean_centered_text,arial.ttf,1,5
level_0_clean_centered_text/000035_hjOkY.png,hjOkY,hjOkY,0,clean_centered_text,arial.ttf,1,5
level_0_clean_centered_text/000036_RBMey.png,RBMey,RBMey,0,clean_centered_text,arial.ttf,1,5
level_0_clean_centered_text/000037_yMDHq.png,yMDHq,yMDHq,0,clean_centered_text,arial.ttf,1,5
level_0_clean_centered_text/000038_J38aR.png,J38aR,J38aR,0,clean_centered_text,arial.ttf,1,5
level_0_clean_centered_text/000039_UhR4I.png,UhR4I,UhR4l,0,clean_centered_text,arial.ttf,0,4
level_0_clean_centered_text/000040_WrXPv.png,WrXPv,WrXPv,0,clean_centered_text,arial.ttf,1,5
level_0_clean_centered_text/000041_hsBkD.png,hsBkD,hsBkD,0,clean_centered_text,arial.ttf,1,5
level_0_clean_centered_text/000042_a9U4U.png,a9U4U,a9U4U,0,clean_centered_text,arial.ttf,1,5
level_0_clean_centered_text/000043_qGWlG.png,qGWlG,qGWIG,0,clean_centered_text,arial.ttf,0,4
level_0_clean_centered_text/000044_6g3Ot.png,6g3Ot,6g3Ot,0,clean_centered_text,arial.ttf,1,5
level_0_clean_centered_text/000045_1OGMm.png,1OGMm,1OGMm,0,clean_centered_text,arial.ttf,1,5
level_0_clean_centered_text/000046_jxWkI.png,jxWkI,jxWkI,0,clean_centered_text,arial.ttf,1,5
level_0_clean_centered_text/000047_9X7H6.png,9X7H6,9X7H6,0,clean_centered_text,arial.ttf,1,5
level_0_clean_centered_text/000048_aMuFb.png,aMuFb,aMuFb,0,clean_centered_text,arial.ttf,1,5
level_0_clean_centered_text/000049_h7x41.png,h7x41,h7x41,0,clean_centered_text,arial.ttf,1,5
level_0_clean_centered_text/000050_Ztpdp.png,Ztpdp,ztpdp,0,clean_centered_text,arial.ttf,0,4
level_0_clean_centered_text/000051_4K8ff.png,4K8ff,4K8ff,0,clean_centered_text,arial.ttf,1,5
level_0_clean_centered_text/000052_UF0eW.png,UF0eW,UFOeW,0,clean_centered_text,arial.ttf,0,4
level_0_clean_centered_text/000053_IXiiQ.png,IXiiQ,lX1lO,0,clean_centered_text,arial.ttf,0,1
level_0_clean_centered_text/000054_E8Jkq.png,E8Jkq,E8Jkq,0,clean_centered_text,arial.ttf,1,5
level_0_clean_centered_text/000055_H3MB9.png,H3MB9,H3MB9,0,clean_centered_text,arial.ttf,1,5
level_0_clean_centered_text/000056_n7IWU.png,n7IWU,n7IWU,0,clean_centered_text,arial.ttf,1,5
level_0_clean_centered_text/000057_SmTtz.png,SmTtz,smTtz,0,clean_centered_text,arial.ttf,0,4
level_0_clean_centered_text/000058_QPxC5.png,QPxC5,OPxC5,0,clean_centered_text,arial.ttf,0,4
level_0_clean_centered_text/000059_HChpo.png,HChpo,Hchp6,0,clean_centered_text,arial.ttf,0,3
level_0_clean_centered_text/000060_evbLJ.png,evbLJ,evbLJ,0,clean_centered_text,arial.ttf,1,5
level_0_clean_centered_text/000061_oLoae.png,oLoae,6L6ae,0,clean_centered_text,arial.ttf,0,3
level_0_clean_centered_text/000062_TOdoe.png,TOdoe,TOd6e,0,clean_centered_text,arial.ttf,0,4
level_0_clean_centered_text/000063_5c3ve.png,5c3ve,5c3ve,0,clean_centered_text,arial.ttf,1,5
level_0_clean_centered_text/000064_GprQF.png,GprQF,GprQF,0,clean_centered_text,arial.ttf,1,5
level_0_clean_centered_text/000065_nIiU7.png,nIiU7,nlfU7,0,clean_centered_text,arial.ttf,0,3
level_0_clean_centered_text/000066_4KKEp.png,4KKEp,4KKEp,0,clean_centered_text,arial.ttf,1,5
level_0_clean_centered_text/000067_YEZAm.png,YEZAm,YEZAm,0,clean_centered_text,arial.ttf,1,5
level_0_clean_centered_text/000068_ggQBw.png,ggQBw,ggOBw,0,clean_centered_text,arial.ttf,0,4
level_0_clean_centered_text/000069_BAD3U.png,BAD3U,BAD3U,0,clean_centered_text,arial.ttf,1,5
level_0_clean_centered_text/000070_dRPPg.png,dRPPg,dRPPg,0,clean_centered_text,arial.ttf,1,5
level_0_clean_centered_text/000071_dzUvZ.png,dzUvZ,dzUvz,0,clean_centered_text,arial.ttf,0,4
level_0_clean_centered_text/000072_3gpmm.png,3gpmm,3gpmm,0,clean_centered_text,arial.ttf,1,5
level_0_clean_centered_text/000073_ICiBl.png,ICiBl,ICtBI,0,clean_centered_text,arial.ttf,0,3
level_0_clean_centered_text/000074_rDp37.png,rDp37,rDp37,0,clean_centered_text,arial.ttf,1,5
level_0_clean_centered_text/000075_eCZ32.png,eCZ32,ecZ32,0,clean_centered_text,arial.ttf,0,4
level_0_clean_centered_text/000076_JgdPI.png,JgdPI,JgdPI,0,clean_centered_text,arial.ttf,1,5
level_0_clean_centered_text/000077_1af7W.png,1af7W,1af7W,0,clean_centered_text,arial.ttf,1,5
level_0_clean_centered_text/000078_2pkAF.png,2pkAF,2pkAF,0,clean_centered_text,arial.ttf,1,5
level_0_clean_centered_text/000079_En3z5.png,En3z5,En3z5,0,clean_centered_text,arial.ttf,1,5
level_0_clean_centered_text/000080_dkyay.png,dkyay,dkyay,0,clean_centered_text,arial.ttf,1,5
level_0_clean_centered_text/000081_q7YYD.png,q7YYD,q7YYD,0,clean_centered_text,arial.ttf,1,5
level_0_clean_centered_text/000082_sBS9U.png,sBS9U,sBs9U,0,clean_centered_text,arial.ttf,0,4
level_0_clean_centered_text/000083_YJQTF.png,YJQTF,YJOTF,0,clean_centered_text,arial.ttf,0,4
level_0_clean_centered_text/000084_jmsn9.png,jmsn9,jmsn9,0,clean_centered_text,arial.ttf,1,5
level_0_clean_centered_text/000085_dLVId.png,dLVId,dLVId,0,clean_centered_text,arial.ttf,1,5
level_0_clean_centered_text/000086_VuddL.png,VuddL,VuddL,0,clean_centered_text,arial.ttf,1,5
level_0_clean_centered_text/000087_EG62H.png,EG62H,EG62H,0,clean_centered_text,arial.ttf,1,5
level_0_clean_centered_text/000088_kd9Gf.png,kd9Gf,kd9Gf,0,clean_centered_text,arial.ttf,1,5
level_0_clean_centered_text/000089_2leMe.png,2leMe,2leMe,0,clean_centered_text,arial.ttf,1,5
level_0_clean_centered_text/000090_R3pzh.png,R3pzh,R3pzh,0,clean_centered_text,arial.ttf,1,5
level_0_clean_centered_text/000091_84KpL.png,84KpL,84KpL,0,clean_centered_text,arial.ttf,1,5
level_0_clean_centered_text/000092_McNfA.png,McNfA,McNfA,0,clean_centered_text,arial.ttf,1,5
level_0_clean_centered_text/000093_QLKHu.png,QLKHu,qLKHu,0,clean_centered_text,arial.ttf,0,4
level_0_clean_centered_text/000094_7qnQT.png,7qnQT,7qnOT,0,clean_centered_text,arial.ttf,0,4
level_0_clean_centered_text/000095_upqzi.png,upqzi,upqzi,0,clean_centered_text,arial.ttf,1,5
level_0_clean_centered_text/000096_QPtDu.png,QPtDu,OPtDu,0,clean_centered_text,arial.ttf,0,4
level_0_clean_centered_text/000097_7W7ea.png,7W7ea,7W7ea,0,clean_centered_text,arial.ttf,1,5
level_0_clean_centered_text/000098_DNKge.png,DNKge,DNKge,0,clean_centered_text,arial.ttf,1,5
level_0_clean_centered_text/000099_InGqi.png,InGqi,InGqi,0,clean_centered_text,arial.ttf,1,5
level_0_clean_centered_text/000100_7w4e4.png,7w4e4,7w4e4,0,clean_centered_text,arial.ttf,1,5
level_0_clean_centered_text/000101_pxskC.png,pxskC,pxskc,0,clean_centered_text,arial.ttf,0,4
level_0_clean_centered_text/000102_1ITtN.png,1ITtN,1tTtN,0,clean_centered_text,arial.ttf,0,4
level_0_clean_centered_text/000103_ZPHaQ.png,ZPHaQ,ZPHaO,0,clean_centered_text,arial.ttf,0,4
level_0_clean_centered_text/000104_0Jt7Q.png,0Jt7Q,OJt7O,0,clean_centered_text,arial.ttf,0,3
level_0_clean_centered_text/000105_g84iq.png,g84iq,g84iq,0,clean_centered_text,arial.ttf,1,5
level_0_clean_centered_text/000106_h4gVJ.png,h4gVJ,h4gVJ,0,clean_centered_text,arial.ttf,1,5
level_0_clean_centered_text/000107_jrsMn.png,jrsMn,jrsMn,0,clean_centered_text,arial.ttf,1,5
level_0_clean_centered_text/000108_TvnRO.png,TvnRO,TvnRO,0,clean_centered_text,arial.ttf,1,5
level_0_clean_centered_text/000109_2qGFq.png,2qGFq,2qGFq,0,clean_centered_text,arial.ttf,1,5
level_0_clean_centered_text/000110_562df.png,562df,562df,0,clean_centered_text,arial.ttf,1,5
level_0_clean_centered_text/000111_OB1rc.png,OB1rc,OB1rc,0,clean_centered_text,arial.ttf,1,5
level_0_clean_centered_text/000112_avXiO.png,avXiO,avXiO,0,clean_centered_text,arial.ttf,1,5
level_0_clean_centered_text/000113_qkVCJ.png,qkVCJ,qkVcJ,0,clean_centered_text,arial.ttf,0,4
level_0_clean_centered_text/000114_TBJah.png,TBJah,TBJah,0,clean_centered_text,arial.ttf,1,5
level_0_clean_centered_text/000115_e84S5.png,e84S5,e84S5,0,clean_centered_text,arial.ttf,1,5
level_0_clean_centered_text/000116_jIc1x.png,jIc1x,jIc1x,0,clean_centered_text,arial.ttf,1,5
level_0_clean_centered_text/000117_LJjBi.png,LJjBi,LJIBi,0,clean_centered_text,arial.ttf,0,4
level_0_clean_centered_text/000118_ctx57.png,ctx57,ctx57,0,clean_centered_text,arial.ttf,1,5
level_0_clean_centered_text/000119_Y3c5w.png,Y3c5w,Y3c5w,0,clean_centered_text,arial.ttf,1,5
level_0_clean_centered_text/000120_nRpQg.png,nRpQg,nRpOg,0,clean_centered_text,arial.ttf,0,4
level_0_clean_centered_text/000121_wXJ43.png,wXJ43,wXJ43,0,clean_centered_text,arial.ttf,1,5
level_0_clean_centered_text/000122_ANVj7.png,ANVj7,ANvj7,0,clean_centered_text,arial.ttf,0,4
level_0_clean_centered_text/000123_7p3kZ.png,7p3kZ,7p3kz,0,clean_centered_text,arial.ttf,0,4
level_0_clean_centered_text/000124_Zl4Ab.png,Zl4Ab,zI4Ab,0,clean_centered_text,arial.ttf,0,3
level_0_clean_centered_text/000125_lV7vY.png,lV7vY,lv7vY,0,clean_centered_text,arial.ttf,0,4
level_0_clean_centered_text/000126_7AZQ3.png,7AZQ3,7AzO3,0,clean_centered_text,arial.ttf,0,3
level_0_clean_centered_text/000127_VZprk.png,VZprk,VZprk,0,clean_centered_text,arial.ttf,1,5
level_0_clean_centered_text/000128_YSgy3.png,YSgy3,YSgy3,0,clean_centered_text,arial.ttf,1,5
level_0_clean_centered_text/000129_c2Eom.png,c2Eom,c2E6m,0,clean_centered_text,arial.ttf,0,4
level_0_clean_centered_text/000130_06Dwt.png,06Dwt,O6Dwt,0,clean_centered_text,arial.ttf,0,4
level_0_clean_centered_text/000131_0Y3oo.png,0Y3oo,OY366,0,clean_centered_text,arial.ttf,0,2
level_0_clean_centered_text/000132_bQmzv.png,bQmzv,bOmzv,0,clean_centered_text,arial.ttf,0,4
level_0_clean_centered_text/000133_r3e9X.png,r3e9X,r3e9x,0,clean_centered_text,arial.ttf,0,4
level_0_clean_centered_text/000134_rwPGz.png,rwPGz,rwPGz,0,clean_centered_text,arial.ttf,1,5
level_0_clean_centered_text/000135_R1Iv8.png,R1Iv8,R1lv8,0,clean_centered_text,arial.ttf,0,4
level_0_clean_centered_text/000136_bh4ql.png,bh4ql,bh4qI,0,clean_centered_text,arial.ttf,0,4
level_0_clean_centered_text/000137_L9qcg.png,L9qcg,L9qcg,0,clean_centered_text,arial.ttf,1,5
level_0_clean_centered_text/000138_MBwUY.png,MBwUY,MBwUY,0,clean_centered_text,arial.ttf,1,5
level_0_clean_centered_text/000139_uBMGh.png,uBMGh,uBMGh,0,clean_centered_text,arial.ttf,1,5
level_0_clean_centered_text/000140_y5Kmq.png,y5Kmq,y5Kmq,0,clean_centered_text,arial.ttf,1,5
level_0_clean_centered_text/000141_cTBaH.png,cTBaH,cTBaH,0,clean_centered_text,arial.ttf,1,5
level_0_clean_centered_text/000142_7ZIRU.png,7ZIRU,7zIRU,0,clean_centered_text,arial.ttf,0,4
level_0_clean_centered_text/000143_8VVQm.png,8VVQm,8VVOm,0,clean_centered_text,arial.ttf,0,4
level_0_clean_centered_text/000144_xBe8Q.png,xBe8Q,xBe8O,0,clean_centered_text,arial.ttf,0,4
level_0_clean_centered_text/000145_6vNuQ.png,6vNuQ,6vNuO,0,clean_centered_text,arial.ttf,0,4
level_0_clean_centered_text/000146_2hU5t.png,2hU5t,2hU5t,0,clean_centered_text,arial.ttf,1,5
level_0_clean_centered_text/000147_GtQAu.png,GtQAu,GtOAu,0,clean_centered_text,arial.ttf,0,4
level_0_clean_centered_text/000148_zSsJi.png,zSsJi,zSsJt,0,clean_centered_text,arial.ttf,0,4
level_0_clean_centered_text/000149_mAQ8y.png,mAQ8y,mAO8y,0,clean_centered_text,arial.ttf,0,4
level_0_clean_centered_text/000150_RV5lN.png,RV5lN,RV5lN,0,clean_centered_text,arial.ttf,1,5
level_0_clean_centered_text/000151_KtzJ1.png,KtzJ1,KtzJ1,0,clean_centered_text,arial.ttf,1,5
level_0_clean_centered_text/000152_atsnB.png,atsnB,atsnB,0,clean_centered_text,arial.ttf,1,5
level_0_clean_centered_text/000153_YLMPu.png,YLMPu,YLMPu,0,clean_centered_text,arial.ttf,1,5
level_0_clean_centered_text/000154_DCCRn.png,DCCRn,DccRn,0,clean_centered_text,arial.ttf,0,3
level_0_clean_centered_text/000155_GEY59.png,GEY59,GEY59,0,clean_centered_text,arial.ttf,1,5
level_0_clean_centered_text/000156_YVkQf.png,YVkQf,YvkOf,0,clean_centered_text,arial.ttf,0,3
level_0_clean_centered_text/000157_sGQON.png,sGQON,sGOON,0,clean_centered_text,arial.ttf,0,4
level_0_clean_centered_text/000158_vf08W.png,vf08W,vfO8W,0,clean_centered_text,arial.ttf,0,4
level_0_clean_centered_text/000159_pRtoZ.png,pRtoZ,pRt6z,0,clean_centered_text,arial.ttf,0,3
level_0_clean_centered_text/000160_mjbcp.png,mjbcp,mjbcp,0,clean_centered_text,arial.ttf,1,5
level_0_clean_centered_text/000161_EN2Xe.png,EN2Xe,EN2Xe,0,clean_centered_text,arial.ttf,1,5
level_0_clean_centered_text/000162_DA4OK.png,DA4OK,DA4OK,0,clean_centered_text,arial.ttf,1,5
level_0_clean_centered_text/000163_mTSyF.png,mTSyF,mTsyF,0,clean_centered_text,arial.ttf,0,4
level_0_clean_centered_text/000164_zpjPS.png,zpjPS,zpjPs,0,clean_centered_text,arial.ttf,0,4
level_0_clean_centered_text/000165_a5W3X.png,a5W3X,a5W3x,0,clean_centered_text,arial.ttf,0,4
level_0_clean_centered_text/000166_4gXBo.png,4gXBo,4gXB6,0,clean_centered_text,arial.ttf,0,4
level_0_clean_centered_text/000167_lZ9SH.png,lZ9SH,lZ9sH,0,clean_centered_text,arial.ttf,0,4
level_0_clean_centered_text/000168_DdJp6.png,DdJp6,DdJp6,0,clean_centered_text,arial.ttf,1,5
level_0_clean_centered_text/000169_2hDiZ.png,2hDiZ,2hDtz,0,clean_centered_text,arial.ttf,0,3
level_0_clean_centered_text/000170_DQHJM.png,DQHJM,DOHJM,0,clean_centered_text,arial.ttf,0,4
level_0_clean_centered_text/000171_u8W5C.png,u8W5C,u8W5c,0,clean_centered_text,arial.ttf,0,4
level_0_clean_centered_text/000172_N0U5G.png,N0U5G,NOU5G,0,clean_centered_text,arial.ttf,0,4
level_0_clean_centered_text/000173_B16JC.png,B16JC,B16Jc,0,clean_centered_text,arial.ttf,0,4
level_0_clean_centered_text/000174_5kV3E.png,5kV3E,5kV3E,0,clean_centered_text,arial.ttf,1,5
level_0_clean_centered_text/000175_CqWp1.png,CqWp1,CqWp1,0,clean_centered_text,arial.ttf,1,5
level_0_clean_centered_text/000176_OrXXH.png,OrXXH,OrXxH,0,clean_centered_text,arial.ttf,0,4
level_0_clean_centered_text/000177_FOprC.png,FOprC,FOprc,0,clean_centered_text,arial.ttf,0,4
level_0_clean_centered_text/000178_eTspr.png,eTspr,eTspr,0,clean_centered_text,arial.ttf,1,5
level_0_clean_centered_text/000179_vu5If.png,vu5If,vu5lf,0,clean_centered_text,arial.ttf,0,4
level_0_clean_centered_text/000180_ijoyS.png,ijoyS,lj6ys,0,clean_centered_text,arial.ttf,0,2
level_0_clean_centered_text/000181_jTneA.png,jTneA,jTneA,0,clean_centered_text,arial.ttf,1,5
level_0_clean_centered_text/000182_AvIDA.png,AvIDA,AvIDA,0,clean_centered_text,arial.ttf,1,5
level_0_clean_centered_text/000183_dn1Ay.png,dn1Ay,dn1Ay,0,clean_centered_text,arial.ttf,1,5
level_0_clean_centered_text/000184_5XL8S.png,5XL8S,5xL8s,0,clean_centered_text,arial.ttf,0,3
level_0_clean_centered_text/000185_b24WK.png,b24WK,b24WK,0,clean_centered_text,arial.ttf,1,5
level_0_clean_centered_text/000186_yEa8w.png,yEa8w,yEa8w,0,clean_centered_text,arial.ttf,1,5
level_0_clean_centered_text/000187_tWy25.png,tWy25,tWy25,0,clean_centered_text,arial.ttf,1,5
level_0_clean_centered_text/000188_91AIV.png,91AIV,91AlV,0,clean_centered_text,arial.ttf,0,4
level_0_clean_centered_text/000189_VIZM5.png,VIZM5,VlZM5,0,clean_centered_text,arial.ttf,0,4
level_0_clean_centered_text/000190_oForB.png,oForB,6F9rB,0,clean_centered_text,arial.ttf,0,3
level_0_clean_centered_text/000191_FbyvQ.png,FbyvQ,FbyvO,0,clean_centered_text,arial.ttf,0,4
level_0_clean_centered_text/000192_RZzUk.png,RZzUk,RZzUk,0,clean_centered_text,arial.ttf,1,5
level_0_clean_centered_text/000193_1D6iN.png,1D6iN,1D61N,0,clean_centered_text,arial.ttf,0,4
level_0_clean_centered_text/000194_Ib6zL.png,Ib6zL,lb6zL,0,clean_centered_text,arial.ttf,0,4
level_0_clean_centered_text/000195_KQbfP.png,KQbfP,KObfP,0,clean_centered_text,arial.ttf,0,4
level_0_clean_centered_text/000196_Bi3Dl.png,Bi3Dl,Bt3Dl,0,clean_centered_text,arial.ttf,0,4
level_0_clean_centered_text/000197_dqyun.png,dqyun,dqyun,0,clean_centered_text,arial.ttf,1,5
level_0_clean_centered_text/000198_DuvW4.png,DuvW4,DuvW4,0,clean_centered_text,arial.ttf,1,5
level_0_clean_centered_text/000199_yrW81.png,yrW81,yrW81,0,clean_centered_text,arial.ttf,1,5
level_0_clean_centered_text/000200_Aq1fE.png,Aq1fE,Aq1fE,0,clean_centered_text,arial.ttf,1,5
level_0_clean_centered_text/000201_bVId8.png,bVId8,bVld8,0,clean_centered_text,arial.ttf,0,4
level_0_clean_centered_text/000202_woPeX.png,woPeX,w6Pex,0,clean_centered_text,arial.ttf,0,3
level_0_clean_centered_text/000203_9PcWb.png,9PcWb,9PcWb,0,clean_centered_text,arial.ttf,1,5
level_0_clean_centered_text/000204_8pm1b.png,8pm1b,8pm1b,0,clean_centered_text,arial.ttf,1,5
level_0_clean_centered_text/000205_NjpiE.png,NjpiE,NjpvE,0,clean_centered_text,arial.ttf,0,4
level_0_clean_centered_text/000206_QhK8n.png,QhK8n,OhK8n,0,clean_centered_text,arial.ttf,0,4
level_0_clean_centered_text/000207_DSqXx.png,DSqXx,DSqXx,0,clean_centered_text,arial.ttf,1,5
level_0_clean_centered_text/000208_kMM9V.png,kMM9V,kMM9v,0,clean_centered_text,arial.ttf,0,4
level_0_clean_centered_text/000209_ThX0k.png,ThX0k,ThXOk,0,clean_centered_text,arial.ttf,0,4
level_0_clean_centered_text/000210_9tgLb.png,9tgLb,9tgLb,0,clean_centered_text,arial.ttf,1,5
level_0_clean_centered_text/000211_7tKR6.png,7tKR6,7tKR6,0,clean_centered_text,arial.ttf,1,5
level_0_clean_centered_text/000212_9yz8T.png,9yz8T,9yz8T,0,clean_centered_text,arial.ttf,1,5
level_0_clean_centered_text/000213_meLS1.png,meLS1,meLs1,0,clean_centered_text,arial.ttf,0,4
level_0_clean_centered_text/000214_OpgSX.png,OpgSX,Opgsx,0,clean_centered_text,arial.ttf,0,3
level_0_clean_centered_text/000215_t2RMZ.png,t2RMZ,t2RMz,0,clean_centered_text,arial.ttf,0,4
level_0_clean_centered_text/000216_hYKYc.png,hYKYc,hYKYc,0,clean_centered_text,arial.ttf,1,5
level_0_clean_centered_text/000217_wIBQx.png,wIBQx,wIBOx,0,clean_centered_text,arial.ttf,0,4
level_0_clean_centered_text/000218_eGPva.png,eGPva,eGPva,0,clean_centered_text,arial.ttf,1,5
level_0_clean_centered_text/000219_2A0Fg.png,2A0Fg,2AOFg,0,clean_centered_text,arial.ttf,0,4
level_0_clean_centered_text/000220_B9xO5.png,B9xO5,B9xO5,0,clean_centered_text,arial.ttf,1,5
level_0_clean_centered_text/000221_1DTjB.png,1DTjB,1DTIB,0,clean_centered_text,arial.ttf,0,4
level_0_clean_centered_text/000222_lUH9P.png,lUH9P,lUH9P,0,clean_centered_text,arial.ttf,1,5
level_0_clean_centered_text/000223_rNZ6I.png,rNZ6I,rNZ61,0,clean_centered_text,arial.ttf,0,4
level_0_clean_centered_text/000224_XEDB0.png,XEDB0,xEDBO,0,clean_centered_text,arial.ttf,0,3
level_0_clean_centered_text/000225_ULru2.png,ULru2,ULru2,0,clean_centered_text,arial.ttf,1,5
level_0_clean_centered_text/000226_p17fr.png,p17fr,p17fr,0,clean_centered_text,arial.ttf,1,5
level_0_clean_centered_text/000227_4CpWD.png,4CpWD,4CpWD,0,clean_centered_text,arial.ttf,1,5
level_0_clean_centered_text/000228_KNQyv.png,KNQyv,KNOyv,0,clean_centered_text,arial.ttf,0,4
level_0_clean_centered_text/000229_bF2ul.png,bF2ul,bF2uI,0,clean_centered_text,arial.ttf,0,4
level_0_clean_centered_text/000230_FnwZq.png,FnwZq,FnwZq,0,clean_centered_text,arial.ttf,1,5
level_0_clean_centered_text/000231_vr4MS.png,vr4MS,vr4MS,0,clean_centered_text,arial.ttf,1,5
level_0_clean_centered_text/000232_4rJaH.png,4rJaH,4rJaH,0,clean_centered_text,arial.ttf,1,5
level_0_clean_centered_text/000233_8mfpU.png,8mfpU,8mfpU,0,clean_centered_text,arial.ttf,1,5
level_0_clean_centered_text/000234_AFJWp.png,AFJWp,AFJWp,0,clean_centered_text,arial.ttf,1,5
level_0_clean_centered_text/000235_SEPTF.png,SEPTF,sEPtF,0,clean_centered_text,arial.ttf,0,3
level_0_clean_centered_text/000236_CYbfs.png,CYbfs,cYbfs,0,clean_centered_text,arial.ttf,0,4
level_0_clean_centered_text/000237_ozSpt.png,ozSpt,9zSpt,0,clean_centered_text,arial.ttf,0,4
level_0_clean_centered_text/000238_QLxEJ.png,QLxEJ,OLxEu,0,clean_centered_text,arial.ttf,0,3
level_0_clean_centered_text/000239_HwBVJ.png,HwBVJ,HwBVJ,0,clean_centered_text,arial.ttf,1,5
level_0_clean_centered_text/000240_vwSDr.png,vwSDr,vwsDr,0,clean_centered_text,arial.ttf,0,4
level_0_clean_centered_text/000241_tqohU.png,tqohU,tq6hU,0,clean_centered_text,arial.ttf,0,4
level_0_clean_centered_text/000242_muhVI.png,muhVI,muhVI,0,clean_centered_text,arial.ttf,1,5
level_0_clean_centered_text/000243_8WSlm.png,8WSlm,8WsIm,0,clean_centered_text,arial.ttf,0,3
level_0_clean_centered_text/000244_nVErU.png,nVErU,nVErU,0,clean_centered_text,arial.ttf,1,5
level_0_clean_centered_text/000245_LWHMs.png,LWHMs,LWHMs,0,clean_centered_text,arial.ttf,1,5
level_0_clean_centered_text/000246_g1mso.png,g1mso,g1ms6,0,clean_centered_text,arial.ttf,0,4
level_0_clean_centered_text/000247_xltaT.png,xltaT,xItaT,0,clean_centered_text,arial.ttf,0,4
level_0_clean_centered_text/000248_Iircd.png,Iircd,I1rcd,0,clean_centered_text,arial.ttf,0,4
level_0_clean_centered_text/000249_JsS8i.png,JsS8i,JsSs8t,0,clean_centered_text,arial.ttf,0,3
