filename,label,ladder_level,ladder_name,font
level_0_clean_centered_text\000033_zxoiG.png,zxoiG,0,clean_centered_text,arial.ttf
level_0_clean_centered_text\000034_FfWd3.png,FfWd3,0,clean_centered_text,arial.ttf
level_0_clean_centered_text\000035_hjOkY.png,hjOkY,0,clean_centered_text,arial.ttf
level_0_clean_centered_text\000036_RBMey.png,RBMey,0,clean_centered_text,arial.ttf
level_0_clean_centered_text\000037_yMDHq.png,yMDHq,0,clean_centered_text,arial.ttf
level_0_clean_centered_text\000038_J38aR.png,J38aR,0,clean_centered_text,arial.ttf
level_0_clean_centered_text\000039_UhR4I.png,UhR4I,0,clean_centered_text,arial.ttf
level_0_clean_centered_text\000040_WrXPv.png,WrXPv,0,clean_centered_text,arial.ttf
level_0_clean_centered_text\000041_hsBkD.png,hsBkD,0,clean_centered_text,arial.ttf
level_0_clean_centered_text\000042_a9U4U.png,a9U4U,0,clean_centered_text,arial.ttf
level_0_clean_centered_text\000043_qGWlG.png,qGWlG,0,clean_centered_text,arial.ttf
level_0_clean_centered_text\000044_6g3Ot.png,6g3Ot,0,clean_centered_text,arial.ttf
level_0_clean_centered_text\000045_1OGMm.png,1OGMm,0,clean_centered_text,arial.ttf
level_0_clean_centered_text\000046_jxWkI.png,jxWkI,0,clean_centered_text,arial.ttf
level_0_clean_centered_text\000047_9X7H6.png,9X7H6,0,clean_centered_text,arial.ttf
level_0_clean_centered_text\000048_aMuFb.png,aMuFb,0,clean_centered_text,arial.ttf
level_0_clean_centered_text\000049_h7x41.png,h7x41,0,clean_centered_text,arial.ttf
level_0_clean_centered_text\000050_Ztpdp.png,Ztpdp,0,clean_centered_text,arial.ttf
level_0_clean_centered_text\000051_4K8ff.png,4K8ff,0,clean_centered_text,arial.ttf
level_0_clean_centered_text\000052_UF0eW.png,UF0eW,0,clean_centered_text,arial.ttf
level_0_clean_centered_text\000053_IXiiQ.png,IXiiQ,0,clean_centered_text,arial.ttf
level_0_clean_centered_text\000054_E8Jkq.png,E8Jkq,0,clean_centered_text,arial.ttf
level_0_clean_centered_text\000055_H3MB9.png,H3MB9,0,clean_centered_text,arial.ttf
level_0_clean_centered_text\000056_n7IWU.png,n7IWU,0,clean_centered_text,arial.ttf
level_0_clean_centered_text\000057_SmTtz.png,SmTtz,0,clean_centered_text,arial.ttf
level_0_clean_centered_text\000058_QPxC5.png,QPxC5,0,clean_centered_text,arial.ttf
level_0_clean_centered_text\000059_HChpo.png,HChpo,0,clean_centered_text,arial.ttf
level_0_clean_centered_text\000060_evbLJ.png,evbLJ,0,clean_centered_text,arial.ttf
level_0_clean_centered_text\000061_oLoae.png,oLoae,0,clean_centered_text,arial.ttf
level_0_clean_centered_text\000062_TOdoe.png,TOdoe,0,clean_centered_text,arial.ttf
level_0_clean_centered_text\000063_5c3ve.png,5c3ve,0,clean_centered_text,arial.ttf
level_0_clean_centered_text\000064_GprQF.png,GprQF,0,clean_centered_text,arial.ttf
level_0_clean_centered_text\000065_nIiU7.png,nIiU7,0,clean_centered_text,arial.ttf
level_0_clean_centered_text\000066_4KKEp.png,4KKEp,0,clean_centered_text,arial.ttf
level_0_clean_centered_text\000067_YEZAm.png,YEZAm,0,clean_centered_text,arial.ttf
level_0_clean_centered_text\000068_ggQBw.png,ggQBw,0,clean_centered_text,arial.ttf
level_0_clean_centered_text\000069_BAD3U.png,BAD3U,0,clean_centered_text,arial.ttf
level_0_clean_centered_text\000070_dRPPg.png,dRPPg,0,clean_centered_text,arial.ttf
level_0_clean_centered_text\000071_dzUvZ.png,dzUvZ,0,clean_centered_text,arial.ttf
level_0_clean_centered_text\000072_3gpmm.png,3gpmm,0,clean_centered_text,arial.ttf
level_0_clean_centered_text\000073_ICiBl.png,ICiBl,0,clean_centered_text,arial.ttf
level_0_clean_centered_text\000074_rDp37.png,rDp37,0,clean_centered_text,arial.ttf
level_0_clean_centered_text\000075_eCZ32.png,eCZ32,0,clean_centered_text,arial.ttf
level_0_clean_centered_text\000076_JgdPI.png,JgdPI,0,clean_centered_text,arial.ttf
level_0_clean_centered_text\000077_1af7W.png,1af7W,0,clean_centered_text,arial.ttf
level_0_clean_centered_text\000078_2pkAF.png,2pkAF,0,clean_centered_text,arial.ttf
level_0_clean_centered_text\000079_En3z5.png,En3z5,0,clean_centered_text,arial.ttf
level_0_clean_centered_text\000080_dkyay.png,dkyay,0,clean_centered_text,arial.ttf
level_0_clean_centered_text\000081_q7YYD.png,q7YYD,0,clean_centered_text,arial.ttf
level_0_clean_centered_text\000082_sBS9U.png,sBS9U,0,clean_centered_text,arial.ttf
level_0_clean_centered_text\000083_YJQTF.png,YJQTF,0,clean_centered_text,arial.ttf
level_0_clean_centered_text\000084_jmsn9.png,jmsn9,0,clean_centered_text,arial.ttf
level_0_clean_centered_text\000085_dLVId.png,dLVId,0,clean_centered_text,arial.ttf
level_0_clean_centered_text\000086_VuddL.png,VuddL,0,clean_centered_text,arial.ttf
level_0_clean_centered_text\000087_EG62H.png,EG62H,0,clean_centered_text,arial.ttf
level_0_clean_centered_text\000088_kd9Gf.png,kd9Gf,0,clean_centered_text,arial.ttf
level_0_clean_centered_text\000089_2leMe.png,2leMe,0,clean_centered_text,arial.ttf
level_0_clean_centered_text\000090_R3pzh.png,R3pzh,0,clean_centered_text,arial.ttf
level_0_clean_centered_text\000091_84KpL.png,84KpL,0,clean_centered_text,arial.ttf
level_0_clean_centered_text\000092_McNfA.png,McNfA,0,clean_centered_text,arial.ttf
level_0_clean_centered_text\000093_QLKHu.png,QLKHu,0,clean_centered_text,arial.ttf
level_0_clean_centered_text\000094_7qnQT.png,7qnQT,0,clean_centered_text,arial.ttf
level_0_clean_centered_text\000095_upqzi.png,upqzi,0,clean_centered_text,arial.ttf
level_0_clean_centered_text\000096_QPtDu.png,QPtDu,0,clean_centered_text,arial.ttf
level_0_clean_centered_text\000097_7W7ea.png,7W7ea,0,clean_centered_text,arial.ttf
level_0_clean_centered_text\000098_DNKge.png,DNKge,0,clean_centered_text,arial.ttf
level_0_clean_centered_text\000099_InGqi.png,InGqi,0,clean_centered_text,arial.ttf
level_0_clean_centered_text\000100_7w4e4.png,7w4e4,0,clean_centered_text,arial.ttf
level_0_clean_centered_text\000101_pxskC.png,pxskC,0,clean_centered_text,arial.ttf
level_0_clean_centered_text\000102_1ITtN.png,1ITtN,0,clean_centered_text,arial.ttf
level_0_clean_centered_text\000103_ZPHaQ.png,ZPHaQ,0,clean_centered_text,arial.ttf
level_0_clean_centered_text\000104_0Jt7Q.png,0Jt7Q,0,clean_centered_text,arial.ttf
level_0_clean_centered_text\000105_g84iq.png,g84iq,0,clean_centered_text,arial.ttf
level_0_clean_centered_text\000106_h4gVJ.png,h4gVJ,0,clean_centered_text,arial.ttf
level_0_clean_centered_text\000107_jrsMn.png,jrsMn,0,clean_centered_text,arial.ttf
level_0_clean_centered_text\000108_TvnRO.png,TvnRO,0,clean_centered_text,arial.ttf
level_0_clean_centered_text\000109_2qGFq.png,2qGFq,0,clean_centered_text,arial.ttf
level_0_clean_centered_text\000110_562df.png,562df,0,clean_centered_text,arial.ttf
level_0_clean_centered_text\000111_OB1rc.png,OB1rc,0,clean_centered_text,arial.ttf
level_0_clean_centered_text\000112_avXiO.png,avXiO,0,clean_centered_text,arial.ttf
level_0_clean_centered_text\000113_qkVCJ.png,qkVCJ,0,clean_centered_text,arial.ttf
level_0_clean_centered_text\000114_TBJah.png,TBJah,0,clean_centered_text,arial.ttf
level_0_clean_centered_text\000115_e84S5.png,e84S5,0,clean_centered_text,arial.ttf
level_0_clean_centered_text\000116_jIc1x.png,jIc1x,0,clean_centered_text,arial.ttf
level_0_clean_centered_text\000117_LJjBi.png,LJjBi,0,clean_centered_text,arial.ttf
level_0_clean_centered_text\000118_ctx57.png,ctx57,0,clean_centered_text,arial.ttf
level_0_clean_centered_text\000119_Y3c5w.png,Y3c5w,0,clean_centered_text,arial.ttf
level_0_clean_centered_text\000120_nRpQg.png,nRpQg,0,clean_centered_text,arial.ttf
level_0_clean_centered_text\000121_wXJ43.png,wXJ43,0,clean_centered_text,arial.ttf
level_0_clean_centered_text\000122_ANVj7.png,ANVj7,0,clean_centered_text,arial.ttf
level_0_clean_centered_text\000123_7p3kZ.png,7p3kZ,0,clean_centered_text,arial.ttf
level_0_clean_centered_text\000124_Zl4Ab.png,Zl4Ab,0,clean_centered_text,arial.ttf
level_0_clean_centered_text\000125_lV7vY.png,lV7vY,0,clean_centered_text,arial.ttf
level_0_clean_centered_text\000126_7AZQ3.png,7AZQ3,0,clean_centered_text,arial.ttf
level_0_clean_centered_text\000127_VZprk.png,VZprk,0,clean_centered_text,arial.ttf
level_0_clean_centered_text\000128_YSgy3.png,YSgy3,0,clean_centered_text,arial.ttf
level_0_clean_centered_text\000129_c2Eom.png,c2Eom,0,clean_centered_text,arial.ttf
level_0_clean_centered_text\000130_06Dwt.png,06Dwt,0,clean_centered_text,arial.ttf
level_0_clean_centered_text\000131_0Y3oo.png,0Y3oo,0,clean_centered_text,arial.ttf
level_0_clean_centered_text\000132_bQmzv.png,bQmzv,0,clean_centered_text,arial.ttf
level_0_clean_centered_text\000133_r3e9X.png,r3e9X,0,clean_centered_text,arial.ttf
level_0_clean_centered_text\000134_rwPGz.png,rwPGz,0,clean_centered_text,arial.ttf
level_0_clean_centered_text\000135_R1Iv8.png,R1Iv8,0,clean_centered_text,arial.ttf
level_0_clean_centered_text\000136_bh4ql.png,bh4ql,0,clean_centered_text,arial.ttf
level_0_clean_centered_text\000137_L9qcg.png,L9qcg,0,clean_centered_text,arial.ttf
level_0_clean_centered_text\000138_MBwUY.png,MBwUY,0,clean_centered_text,arial.ttf
level_0_clean_centered_text\000139_uBMGh.png,uBMGh,0,clean_centered_text,arial.ttf
level_0_clean_centered_text\000140_y5Kmq.png,y5Kmq,0,clean_centered_text,arial.ttf
level_0_clean_centered_text\000141_cTBaH.png,cTBaH,0,clean_centered_text,arial.ttf
level_0_clean_centered_text\000142_7ZIRU.png,7ZIRU,0,clean_centered_text,arial.ttf
level_0_clean_centered_text\000143_8VVQm.png,8VVQm,0,clean_centered_text,arial.ttf
level_0_clean_centered_text\000144_xBe8Q.png,xBe8Q,0,clean_centered_text,arial.ttf
level_0_clean_centered_text\000145_6vNuQ.png,6vNuQ,0,clean_centered_text,arial.ttf
level_0_clean_centered_text\000146_2hU5t.png,2hU5t,0,clean_centered_text,arial.ttf
level_0_clean_centered_text\000147_GtQAu.png,GtQAu,0,clean_centered_text,arial.ttf
level_0_clean_centered_text\000148_zSsJi.png,zSsJi,0,clean_centered_text,arial.ttf
level_0_clean_centered_text\000149_mAQ8y.png,mAQ8y,0,clean_centered_text,arial.ttf
level_0_clean_centered_text\000150_RV5lN.png,RV5lN,0,clean_centered_text,arial.ttf
level_0_clean_centered_text\000151_KtzJ1.png,KtzJ1,0,clean_centered_text,arial.ttf
level_0_clean_centered_text\000152_atsnB.png,atsnB,0,clean_centered_text,arial.ttf
level_0_clean_centered_text\000153_YLMPu.png,YLMPu,0,clean_centered_text,arial.ttf
level_0_clean_centered_text\000154_DCCRn.png,DCCRn,0,clean_centered_text,arial.ttf
level_0_clean_centered_text\000155_GEY59.png,GEY59,0,clean_centered_text,arial.ttf
level_0_clean_centered_text\000156_YVkQf.png,YVkQf,0,clean_centered_text,arial.ttf
level_0_clean_centered_text\000157_sGQON.png,sGQON,0,clean_centered_text,arial.ttf
level_0_clean_centered_text\000158_vf08W.png,vf08W,0,clean_centered_text,arial.ttf
level_0_clean_centered_text\000159_pRtoZ.png,pRtoZ,0,clean_centered_text,arial.ttf
level_0_clean_centered_text\000160_mjbcp.png,mjbcp,0,clean_centered_text,arial.ttf
level_0_clean_centered_text\000161_EN2Xe.png,EN2Xe,0,clean_centered_text,arial.ttf
level_0_clean_centered_text\000162_DA4OK.png,DA4OK,0,clean_centered_text,arial.ttf
level_0_clean_centered_text\000163_mTSyF.png,mTSyF,0,clean_centered_text,arial.ttf
level_0_clean_centered_text\000164_zpjPS.png,zpjPS,0,clean_centered_text,arial.ttf
level_0_clean_centered_text\000165_a5W3X.png,a5W3X,0,clean_centered_text,arial.ttf
level_0_clean_centered_text\000166_4gXBo.png,4gXBo,0,clean_centered_text,arial.ttf
level_0_clean_centered_text\000167_lZ9SH.png,lZ9SH,0,clean_centered_text,arial.ttf
level_0_clean_centered_text\000168_DdJp6.png,DdJp6,0,clean_centered_text,arial.ttf
level_0_clean_centered_text\000169_2hDiZ.png,2hDiZ,0,clean_centered_text,arial.ttf
level_0_clean_centered_text\000170_DQHJM.png,DQHJM,0,clean_centered_text,arial.ttf
level_0_clean_centered_text\000171_u8W5C.png,u8W5C,0,clean_centered_text,arial.ttf
level_0_clean_centered_text\000172_N0U5G.png,N0U5G,0,clean_centered_text,arial.ttf
level_0_clean_centered_text\000173_B16JC.png,B16JC,0,clean_centered_text,arial.ttf
level_0_clean_centered_text\000174_5kV3E.png,5kV3E,0,clean_centered_text,arial.ttf
level_0_clean_centered_text\000175_CqWp1.png,CqWp1,0,clean_centered_text,arial.ttf
level_0_clean_centered_text\000176_OrXXH.png,OrXXH,0,clean_centered_text,arial.ttf
level_0_clean_centered_text\000177_FOprC.png,FOprC,0,clean_centered_text,arial.ttf
level_0_clean_centered_text\000178_eTspr.png,eTspr,0,clean_centered_text,arial.ttf
level_0_clean_centered_text\000179_vu5If.png,vu5If,0,clean_centered_text,arial.ttf
level_0_clean_centered_text\000180_ijoyS.png,ijoyS,0,clean_centered_text,arial.ttf
level_0_clean_centered_text\000181_jTneA.png,jTneA,0,clean_centered_text,arial.ttf
level_0_clean_centered_text\000182_AvIDA.png,AvIDA,0,clean_centered_text,arial.ttf
level_0_clean_centered_text\000183_dn1Ay.png,dn1Ay,0,clean_centered_text,arial.ttf
level_0_clean_centered_text\000184_5XL8S.png,5XL8S,0,clean_centered_text,arial.ttf
level_0_clean_centered_text\000185_b24WK.png,b24WK,0,clean_centered_text,arial.ttf
level_0_clean_centered_text\000186_yEa8w.png,yEa8w,0,clean_centered_text,arial.ttf
level_0_clean_centered_text\000187_tWy25.png,tWy25,0,clean_centered_text,arial.ttf
level_0_clean_centered_text\000188_91AIV.png,91AIV,0,clean_centered_text,arial.ttf
level_0_clean_centered_text\000189_VIZM5.png,VIZM5,0,clean_centered_text,arial.ttf
level_0_clean_centered_text\000190_oForB.png,oForB,0,clean_centered_text,arial.ttf
level_0_clean_centered_text\000191_FbyvQ.png,FbyvQ,0,clean_centered_text,arial.ttf
level_0_clean_centered_text\000192_RZzUk.png,RZzUk,0,clean_centered_text,arial.ttf
level_0_clean_centered_text\000193_1D6iN.png,1D6iN,0,clean_centered_text,arial.ttf
level_0_clean_centered_text\000194_Ib6zL.png,Ib6zL,0,clean_centered_text,arial.ttf
level_0_clean_centered_text\000195_KQbfP.png,KQbfP,0,clean_centered_text,arial.ttf
level_0_clean_centered_text\000196_Bi3Dl.png,Bi3Dl,0,clean_centered_text,arial.ttf
level_0_clean_centered_text\000197_dqyun.png,dqyun,0,clean_centered_text,arial.ttf
level_0_clean_centered_text\000198_DuvW4.png,DuvW4,0,clean_centered_text,arial.ttf
level_0_clean_centered_text\000199_yrW81.png,yrW81,0,clean_centered_text,arial.ttf
level_0_clean_centered_text\000200_Aq1fE.png,Aq1fE,0,clean_centered_text,arial.ttf
level_0_clean_centered_text\000201_bVId8.png,bVId8,0,clean_centered_text,arial.ttf
level_0_clean_centered_text\000202_woPeX.png,woPeX,0,clean_centered_text,arial.ttf
level_0_clean_centered_text\000203_9PcWb.png,9PcWb,0,clean_centered_text,arial.ttf
level_0_clean_centered_text\000204_8pm1b.png,8pm1b,0,clean_centered_text,arial.ttf
level_0_clean_centered_text\000205_NjpiE.png,NjpiE,0,clean_centered_text,arial.ttf
level_0_clean_centered_text\000206_QhK8n.png,QhK8n,0,clean_centered_text,arial.ttf
level_0_clean_centered_text\000207_DSqXx.png,DSqXx,0,clean_centered_text,arial.ttf
level_0_clean_centered_text\000208_kMM9V.png,kMM9V,0,clean_centered_text,arial.ttf
level_0_clean_centered_text\000209_ThX0k.png,ThX0k,0,clean_centered_text,arial.ttf
level_0_clean_centered_text\000210_9tgLb.png,9tgLb,0,clean_centered_text,arial.ttf
level_0_clean_centered_text\000211_7tKR6.png,7tKR6,0,clean_centered_text,arial.ttf
level_0_clean_centered_text\000212_9yz8T.png,9yz8T,0,clean_centered_text,arial.ttf
level_0_clean_centered_text\000213_meLS1.png,meLS1,0,clean_centered_text,arial.ttf
level_0_clean_centered_text\000214_OpgSX.png,OpgSX,0,clean_centered_text,arial.ttf
level_0_clean_centered_text\000215_t2RMZ.png,t2RMZ,0,clean_centered_text,arial.ttf
level_0_clean_centered_text\000216_hYKYc.png,hYKYc,0,clean_centered_text,arial.ttf
level_0_clean_centered_text\000217_wIBQx.png,wIBQx,0,clean_centered_text,arial.ttf
level_0_clean_centered_text\000218_eGPva.png,eGPva,0,clean_centered_text,arial.ttf
level_0_clean_centered_text\000219_2A0Fg.png,2A0Fg,0,clean_centered_text,arial.ttf
level_0_clean_centered_text\000220_B9xO5.png,B9xO5,0,clean_centered_text,arial.ttf
level_0_clean_centered_text\000221_1DTjB.png,1DTjB,0,clean_centered_text,arial.ttf
level_0_clean_centered_text\000222_lUH9P.png,lUH9P,0,clean_centered_text,arial.ttf
level_0_clean_centered_text\000223_rNZ6I.png,rNZ6I,0,clean_centered_text,arial.ttf
level_0_clean_centered_text\000224_XEDB0.png,XEDB0,0,clean_centered_text,arial.ttf
level_0_clean_centered_text\000225_ULru2.png,ULru2,0,clean_centered_text,arial.ttf
level_0_clean_centered_text\000226_p17fr.png,p17fr,0,clean_centered_text,arial.ttf
level_0_clean_centered_text\000227_4CpWD.png,4CpWD,0,clean_centered_text,arial.ttf
level_0_clean_centered_text\000228_KNQyv.png,KNQyv,0,clean_centered_text,arial.ttf
level_0_clean_centered_text\000229_bF2ul.png,bF2ul,0,clean_centered_text,arial.ttf
level_0_clean_centered_text\000230_FnwZq.png,FnwZq,0,clean_centered_text,arial.ttf
level_0_clean_centered_text\000231_vr4MS.png,vr4MS,0,clean_centered_text,arial.ttf
level_0_clean_centered_text\000232_4rJaH.png,4rJaH,0,clean_centered_text,arial.ttf
level_0_clean_centered_text\000233_8mfpU.png,8mfpU,0,clean_centered_text,arial.ttf
level_0_clean_centered_text\000234_AFJWp.png,AFJWp,0,clean_centered_text,arial.ttf
level_0_clean_centered_text\000235_SEPTF.png,SEPTF,0,clean_centered_text,arial.ttf
level_0_clean_centered_text\000236_CYbfs.png,CYbfs,0,clean_centered_text,arial.ttf
level_0_clean_centered_text\000237_ozSpt.png,ozSpt,0,clean_centered_text,arial.ttf
level_0_clean_centered_text\000238_QLxEJ.png,QLxEJ,0,clean_centered_text,arial.ttf
level_0_clean_centered_text\000239_HwBVJ.png,HwBVJ,0,clean_centered_text,arial.ttf
level_0_clean_centered_text\000240_vwSDr.png,vwSDr,0,clean_centered_text,arial.ttf
level_0_clean_centered_text\000241_tqohU.png,tqohU,0,clean_centered_text,arial.ttf
level_0_clean_centered_text\000242_muhVI.png,muhVI,0,clean_centered_text,arial.ttf
level_0_clean_centered_text\000243_8WSlm.png,8WSlm,0,clean_centered_text,arial.ttf
level_0_clean_centered_text\000244_nVErU.png,nVErU,0,clean_centered_text,arial.ttf
level_0_clean_centered_text\000245_LWHMs.png,LWHMs,0,clean_centered_text,arial.ttf
level_0_clean_centered_text\000246_g1mso.png,g1mso,0,clean_centered_text,arial.ttf
level_0_clean_centered_text\000247_xltaT.png,xltaT,0,clean_centered_text,arial.ttf
level_0_clean_centered_text\000248_Iircd.png,Iircd,0,clean_centered_text,arial.ttf
level_0_clean_centered_text\000249_JsS8i.png,JsS8i,0,clean_centered_text,arial.ttf
level_0_clean_centered_text\000250_O3WFg.png,O3WFg,0,clean_centered_text,arial.ttf
level_0_clean_centered_text\000251_3aKsE.png,3aKsE,0,clean_centered_text,arial.ttf
level_0_clean_centered_text\000252_ECvl9.png,ECvl9,0,clean_centered_text,arial.ttf
level_0_clean_centered_text\000253_dq83E.png,dq83E,0,clean_centered_text,arial.ttf
level_0_clean_centered_text\000254_h0ezF.png,h0ezF,0,clean_centered_text,arial.ttf
level_0_clean_centered_text\000255_eKORd.png,eKORd,0,clean_centered_text,arial.ttf
level_0_clean_centered_text\000256_jjZK8.png,jjZK8,0,clean_centered_text,arial.ttf
level_0_clean_centered_text\000257_tfphJ.png,tfphJ,0,clean_centered_text,arial.ttf
level_0_clean_centered_text\000258_WAMMY.png,WAMMY,0,clean_centered_text,arial.ttf
level_0_clean_centered_text\000259_NoXHy.png,NoXHy,0,clean_centered_text,arial.ttf
level_0_clean_centered_text\000260_C6Ct3.png,C6Ct3,0,clean_centered_text,arial.ttf
level_0_clean_centered_text\000261_LBtKN.png,LBtKN,0,clean_centered_text,arial.ttf
level_0_clean_centered_text\000262_dN9Vg.png,dN9Vg,0,clean_centered_text,arial.ttf
level_0_clean_centered_text\000263_8WnOn.png,8WnOn,0,clean_centered_text,arial.ttf
level_0_clean_centered_text\000264_qQfkp.png,qQfkp,0,clean_centered_text,arial.ttf
level_0_clean_centered_text\000265_lJeka.png,lJeka,0,clean_centered_text,arial.ttf
level_0_clean_centered_text\000266_ACSME.png,ACSME,0,clean_centered_text,arial.ttf
level_0_clean_centered_text\000267_scosT.png,scosT,0,clean_centered_text,arial.ttf
level_0_clean_centered_text\000268_sS3De.png,sS3De,0,clean_centered_text,arial.ttf
level_0_clean_centered_text\000269_Ro7qY.png,Ro7qY,0,clean_centered_text,arial.ttf
level_0_clean_centered_text\000270_YOLQZ.png,YOLQZ,0,clean_centered_text,arial.ttf
level_0_clean_centered_text\000271_7mBhI.png,7mBhI,0,clean_centered_text,arial.ttf
level_0_clean_centered_text\000272_oPj6r.png,oPj6r,0,clean_centered_text,arial.ttf
level_0_clean_centered_text\000273_0jedk.png,0jedk,0,clean_centered_text,arial.ttf
level_0_clean_centered_text\000274_YtMV0.png,YtMV0,0,clean_centered_text,arial.ttf
level_0_clean_centered_text\000275_K6sCh.png,K6sCh,0,clean_centered_text,arial.ttf
level_0_clean_centered_text\000276_DStSz.png,DStSz,0,clean_centered_text,arial.ttf
level_0_clean_centered_text\000277_8rGIF.png,8rGIF,0,clean_centered_text,arial.ttf
level_0_clean_centered_text\000278_CfMc4.png,CfMc4,0,clean_centered_text,arial.ttf
level_0_clean_centered_text\000279_BVuMq.png,BVuMq,0,clean_centered_text,arial.ttf
level_0_clean_centered_text\000280_bfo9R.png,bfo9R,0,clean_centered_text,arial.ttf
level_0_clean_centered_text\000281_13KL8.png,13KL8,0,clean_centered_text,arial.ttf
level_0_clean_centered_text\000282_bWR0r.png,bWR0r,0,clean_centered_text,arial.ttf
level_0_clean_centered_text\000283_KcWWl.png,KcWWl,0,clean_centered_text,arial.ttf
level_0_clean_centered_text\000284_EHPC6.png,EHPC6,0,clean_centered_text,arial.ttf
level_0_clean_centered_text\000285_rlLBO.png,rlLBO,0,clean_centered_text,arial.ttf
level_0_clean_centered_text\000286_0FfEw.png,0FfEw,0,clean_centered_text,arial.ttf
level_0_clean_centered_text\000287_AvuQg.png,AvuQg,0,clean_centered_text,arial.ttf
level_0_clean_centered_text\000288_2kvAS.png,2kvAS,0,clean_centered_text,arial.ttf
level_0_clean_centered_text\000289_FsQ8z.png,FsQ8z,0,clean_centered_text,arial.ttf
level_0_clean_centered_text\000290_0WJcD.png,0WJcD,0,clean_centered_text,arial.ttf
level_0_clean_centered_text\000291_fuquh.png,fuquh,0,clean_centered_text,arial.ttf
level_0_clean_centered_text\000292_Xz3G0.png,Xz3G0,0,clean_centered_text,arial.ttf
level_0_clean_centered_text\000293_aQ3ID.png,aQ3ID,0,clean_centered_text,arial.ttf
level_0_clean_centered_text\000294_AdmHx.png,AdmHx,0,clean_centered_text,arial.ttf
level_0_clean_centered_text\000295_NWFOC.png,NWFOC,0,clean_centered_text,arial.ttf
level_0_clean_centered_text\000296_WdnrJ.png,WdnrJ,0,clean_centered_text,arial.ttf
level_0_clean_centered_text\000297_i7sC4.png,i7sC4,0,clean_centered_text,arial.ttf
level_0_clean_centered_text\000298_SFhbO.png,SFhbO,0,clean_centered_text,arial.ttf
level_0_clean_centered_text\000299_MZpTk.png,MZpTk,0,clean_centered_text,arial.ttf
level_0_clean_centered_text\000300_tJaJA.png,tJaJA,0,clean_centered_text,arial.ttf
level_0_clean_centered_text\000301_fo16h.png,fo16h,0,clean_centered_text,arial.ttf
level_0_clean_centered_text\000302_D8hP1.png,D8hP1,0,clean_centered_text,arial.ttf
level_0_clean_centered_text\000303_jF7Ts.png,jF7Ts,0,clean_centered_text,arial.ttf
