image_id,source_path,output_path,label,distortion_level,distortion_name,seed,status
000017_2CvbP,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\clean\000017_2CvbP.png,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\distorted\level_1_mild\000017_2CvbP.png,2CvbP,1,mild,1000059,created
000018_ocGVZ,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\clean\000018_ocGVZ.png,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\distorted\level_1_mild\000018_ocGVZ.png,ocGVZ,1,mild,1000060,created
000019_ZiqE3,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\clean\000019_ZiqE3.png,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\distorted\level_1_mild\000019_ZiqE3.png,ZiqE3,1,mild,1000061,created
000020_rGfGY,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\clean\000020_rGfGY.png,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\distorted\level_1_mild\000020_rGfGY.png,rGfGY,1,mild,1000062,created
000021_r9vjS,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\clean\000021_r9vjS.png,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\distorted\level_1_mild\000021_r9vjS.png,r9vjS,1,mild,1000063,created
000022_pelrH,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\clean\000022_pelrH.png,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\distorted\level_1_mild\000022_pelrH.png,pelrH,1,mild,1000064,created
000023_oyghZ,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\clean\000023_oyghZ.png,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\distorted\level_1_mild\000023_oyghZ.png,oyghZ,1,mild,1000065,created
000024_GHSEq,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\clean\000024_GHSEq.png,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\distorted\level_1_mild\000024_GHSEq.png,GHSEq,1,mild,1000066,created
000025_tKx7U,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\clean\000025_tKx7U.png,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\distorted\level_1_mild\000025_tKx7U.png,tKx7U,1,mild,1000067,created
000026_nS5WN,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\clean\000026_nS5WN.png,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\distorted\level_1_mild\000026_nS5WN.png,nS5WN,1,mild,1000068,created
000027_LVLm2,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\clean\000027_LVLm2.png,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\distorted\level_1_mild\000027_LVLm2.png,LVLm2,1,mild,1000069,created
000028_3eAFe,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\clean\000028_3eAFe.png,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\distorted\level_1_mild\000028_3eAFe.png,3eAFe,1,mild,1000070,created
000029_Pf5PQ,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\clean\000029_Pf5PQ.png,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\distorted\level_1_mild\000029_Pf5PQ.png,Pf5PQ,1,mild,1000071,created
000030_RsRz4,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\clean\000030_RsRz4.png,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\distorted\level_1_mild\000030_RsRz4.png,RsRz4,1,mild,1000072,created
000031_4A0h5,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\clean\000031_4A0h5.png,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\distorted\level_1_mild\000031_4A0h5.png,4A0h5,1,mild,1000073,created
000032_eu8aI,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\clean\000032_eu8aI.png,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\distorted\level_1_mild\000032_eu8aI.png,eu8aI,1,mild,1000074,created
000033_8Mlby,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\clean\000033_8Mlby.png,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\distorted\level_1_mild\000033_8Mlby.png,8Mlby,1,mild,1000075,created
000034_lXxik,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\clean\000034_lXxik.png,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\distorted\level_1_mild\000034_lXxik.png,lXxik,1,mild,1000076,created
000035_7M3WJ,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\clean\000035_7M3WJ.png,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\distorted\level_1_mild\000035_7M3WJ.png,7M3WJ,1,mild,1000077,created
000036_Fpji2,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\clean\000036_Fpji2.png,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\distorted\level_1_mild\000036_Fpji2.png,Fpji2,1,mild,1000078,created
000037_UaSdZ,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\clean\000037_UaSdZ.png,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\distorted\level_1_mild\000037_UaSdZ.png,UaSdZ,1,mild,1000079,created
000038_5goUF,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\clean\000038_5goUF.png,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\distorted\level_1_mild\000038_5goUF.png,5goUF,1,mild,1000080,created
000039_fC83W,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\clean\000039_fC83W.png,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\distorted\level_1_mild\000039_fC83W.png,fC83W,1,mild,1000081,created
000040_oEShk,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\clean\000040_oEShk.png,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\distorted\level_1_mild\000040_oEShk.png,oEShk,1,mild,1000082,created
000041_xCIX8,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\clean\000041_xCIX8.png,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\distorted\level_1_mild\000041_xCIX8.png,xCIX8,1,mild,1000083,created
000042_qAei6,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\clean\000042_qAei6.png,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\distorted\level_1_mild\000042_qAei6.png,qAei6,1,mild,1000084,created
000043_cpluO,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\clean\000043_cpluO.png,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\distorted\level_1_mild\000043_cpluO.png,cpluO,1,mild,1000085,created
000044_1hBhE,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\clean\000044_1hBhE.png,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\distorted\level_1_mild\000044_1hBhE.png,1hBhE,1,mild,1000086,created
000045_h21dI,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\clean\000045_h21dI.png,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\distorted\level_1_mild\000045_h21dI.png,h21dI,1,mild,1000087,created
000046_x6qzt,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\clean\000046_x6qzt.png,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\distorted\level_1_mild\000046_x6qzt.png,x6qzt,1,mild,1000088,created
000047_mww6W,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\clean\000047_mww6W.png,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\distorted\level_1_mild\000047_mww6W.png,mww6W,1,mild,1000089,created
000048_34dyX,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\clean\000048_34dyX.png,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\distorted\level_1_mild\000048_34dyX.png,34dyX,1,mild,1000090,created
000049_inKvo,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\clean\000049_inKvo.png,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\distorted\level_1_mild\000049_inKvo.png,inKvo,1,mild,1000091,created
000050_LX9Vr,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\clean\000050_LX9Vr.png,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\distorted\level_1_mild\000050_LX9Vr.png,LX9Vr,1,mild,1000092,created
000051_GmtCR,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\clean\000051_GmtCR.png,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\distorted\level_1_mild\000051_GmtCR.png,GmtCR,1,mild,1000093,created
000052_hP7ms,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\clean\000052_hP7ms.png,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\distorted\level_1_mild\000052_hP7ms.png,hP7ms,1,mild,1000094,created
000053_g0CN7,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\clean\000053_g0CN7.png,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\distorted\level_1_mild\000053_g0CN7.png,g0CN7,1,mild,1000095,created
000054_rJLtB,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\clean\000054_rJLtB.png,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\distorted\level_1_mild\000054_rJLtB.png,rJLtB,1,mild,1000096,created
000055_q41tR,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\clean\000055_q41tR.png,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\distorted\level_1_mild\000055_q41tR.png,q41tR,1,mild,1000097,created
000056_Uisyr,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\clean\000056_Uisyr.png,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\distorted\level_1_mild\000056_Uisyr.png,Uisyr,1,mild,1000098,created
000057_8KYWk,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\clean\000057_8KYWk.png,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\distorted\level_1_mild\000057_8KYWk.png,8KYWk,1,mild,1000099,created
000058_oe4vh,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\clean\000058_oe4vh.png,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\distorted\level_1_mild\000058_oe4vh.png,oe4vh,1,mild,1000100,created
000059_Ez8Sj,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\clean\000059_Ez8Sj.png,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\distorted\level_1_mild\000059_Ez8Sj.png,Ez8Sj,1,mild,1000101,created
000060_rJdCY,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\clean\000060_rJdCY.png,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\distorted\level_1_mild\000060_rJdCY.png,rJdCY,1,mild,1000102,created
000061_UjmSO,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\clean\000061_UjmSO.png,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\distorted\level_1_mild\000061_UjmSO.png,UjmSO,1,mild,1000103,created
000062_0N6D8,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\clean\000062_0N6D8.png,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\distorted\level_1_mild\000062_0N6D8.png,0N6D8,1,mild,1000104,created
000063_GQv1q,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\clean\000063_GQv1q.png,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\distorted\level_1_mild\000063_GQv1q.png,GQv1q,1,mild,1000105,created
000064_ozjAz,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\clean\000064_ozjAz.png,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\distorted\level_1_mild\000064_ozjAz.png,ozjAz,1,mild,1000106,created
000065_GUkgN,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\clean\000065_GUkgN.png,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\distorted\level_1_mild\000065_GUkgN.png,GUkgN,1,mild,1000107,created
000066_4Blz5,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\clean\000066_4Blz5.png,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\distorted\level_1_mild\000066_4Blz5.png,4Blz5,1,mild,1000108,created
000067_Lsw8J,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\clean\000067_Lsw8J.png,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\distorted\level_1_mild\000067_Lsw8J.png,Lsw8J,1,mild,1000109,created
000068_elJ70,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\clean\000068_elJ70.png,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\distorted\level_1_mild\000068_elJ70.png,elJ70,1,mild,1000110,created
000069_jEigU,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\clean\000069_jEigU.png,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\distorted\level_1_mild\000069_jEigU.png,jEigU,1,mild,1000111,created
000070_zKc5A,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\clean\000070_zKc5A.png,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\distorted\level_1_mild\000070_zKc5A.png,zKc5A,1,mild,1000112,created
000071_ptU3R,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\clean\000071_ptU3R.png,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\distorted\level_1_mild\000071_ptU3R.png,ptU3R,1,mild,1000113,created
000072_U6spI,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\clean\000072_U6spI.png,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\distorted\level_1_mild\000072_U6spI.png,U6spI,1,mild,1000114,created
000073_NAErf,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\clean\000073_NAErf.png,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\distorted\level_1_mild\000073_NAErf.png,NAErf,1,mild,1000115,created
000074_C6X8U,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\clean\000074_C6X8U.png,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\distorted\level_1_mild\000074_C6X8U.png,C6X8U,1,mild,1000116,created
000075_diZNL,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\clean\000075_diZNL.png,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\distorted\level_1_mild\000075_diZNL.png,diZNL,1,mild,1000117,created
000076_aArQW,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\clean\000076_aArQW.png,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\distorted\level_1_mild\000076_aArQW.png,aArQW,1,mild,1000118,created
000077_tmCyA,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\clean\000077_tmCyA.png,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\distorted\level_1_mild\000077_tmCyA.png,tmCyA,1,mild,1000119,created
000078_2QsQp,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\clean\000078_2QsQp.png,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\distorted\level_1_mild\000078_2QsQp.png,2QsQp,1,mild,1000120,created
000079_qjRFB,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\clean\000079_qjRFB.png,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\distorted\level_1_mild\000079_qjRFB.png,qjRFB,1,mild,1000121,created
000080_DAoot,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\clean\000080_DAoot.png,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\distorted\level_1_mild\000080_DAoot.png,DAoot,1,mild,1000122,created
000081_ZVbE7,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\clean\000081_ZVbE7.png,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\distorted\level_1_mild\000081_ZVbE7.png,ZVbE7,1,mild,1000123,created
000082_oIGL6,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\clean\000082_oIGL6.png,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\distorted\level_1_mild\000082_oIGL6.png,oIGL6,1,mild,1000124,created
000083_z9kBB,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\clean\000083_z9kBB.png,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\distorted\level_1_mild\000083_z9kBB.png,z9kBB,1,mild,1000125,created
000084_Aej0l,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\clean\000084_Aej0l.png,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\distorted\level_1_mild\000084_Aej0l.png,Aej0l,1,mild,1000126,created
000085_uecRR,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\clean\000085_uecRR.png,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\distorted\level_1_mild\000085_uecRR.png,uecRR,1,mild,1000127,created
000086_zr38i,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\clean\000086_zr38i.png,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\distorted\level_1_mild\000086_zr38i.png,zr38i,1,mild,1000128,created
000087_Vu37C,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\clean\000087_Vu37C.png,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\distorted\level_1_mild\000087_Vu37C.png,Vu37C,1,mild,1000129,created
000088_tqkNE,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\clean\000088_tqkNE.png,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\distorted\level_1_mild\000088_tqkNE.png,tqkNE,1,mild,1000130,created
000089_lfqFS,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\clean\000089_lfqFS.png,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\distorted\level_1_mild\000089_lfqFS.png,lfqFS,1,mild,1000131,created
000090_TrmMu,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\clean\000090_TrmMu.png,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\distorted\level_1_mild\000090_TrmMu.png,TrmMu,1,mild,1000132,created
000091_Twdrq,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\clean\000091_Twdrq.png,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\distorted\level_1_mild\000091_Twdrq.png,Twdrq,1,mild,1000133,created
000092_AFLlw,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\clean\000092_AFLlw.png,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\distorted\level_1_mild\000092_AFLlw.png,AFLlw,1,mild,1000134,created
000093_8TLt0,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\clean\000093_8TLt0.png,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\distorted\level_1_mild\000093_8TLt0.png,8TLt0,1,mild,1000135,created
000094_5lizu,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\clean\000094_5lizu.png,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\distorted\level_1_mild\000094_5lizu.png,5lizu,1,mild,1000136,created
000095_440sK,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\clean\000095_440sK.png,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\distorted\level_1_mild\000095_440sK.png,440sK,1,mild,1000137,created
000096_M7cxH,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\clean\000096_M7cxH.png,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\distorted\level_1_mild\000096_M7cxH.png,M7cxH,1,mild,1000138,created
000097_uEdgS,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\clean\000097_uEdgS.png,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\distorted\level_1_mild\000097_uEdgS.png,uEdgS,1,mild,1000139,created
000098_IrE0s,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\clean\000098_IrE0s.png,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\distorted\level_1_mild\000098_IrE0s.png,IrE0s,1,mild,1000140,created
000099_ukxaD,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\clean\000099_ukxaD.png,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\distorted\level_1_mild\000099_ukxaD.png,ukxaD,1,mild,1000141,created
000100_rJNVW,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\clean\000100_rJNVW.png,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\distorted\level_1_mild\000100_rJNVW.png,rJNVW,1,mild,1000142,created
000101_KfARS,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\clean\000101_KfARS.png,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\distorted\level_1_mild\000101_KfARS.png,KfARS,1,mild,1000143,created
000102_vwX1D,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\clean\000102_vwX1D.png,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\distorted\level_1_mild\000102_vwX1D.png,vwX1D,1,mild,1000144,created
000103_cqvPz,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\clean\000103_cqvPz.png,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\distorted\level_1_mild\000103_cqvPz.png,cqvPz,1,mild,1000145,created
000104_pUpGJ,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\clean\000104_pUpGJ.png,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\distorted\level_1_mild\000104_pUpGJ.png,pUpGJ,1,mild,1000146,created
000105_32v7k,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\clean\000105_32v7k.png,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\distorted\level_1_mild\000105_32v7k.png,32v7k,1,mild,1000147,created
000106_tG9rq,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\clean\000106_tG9rq.png,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\distorted\level_1_mild\000106_tG9rq.png,tG9rq,1,mild,1000148,created
000107_DTtGK,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\clean\000107_DTtGK.png,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\distorted\level_1_mild\000107_DTtGK.png,DTtGK,1,mild,1000149,created
000108_ZSC7F,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\clean\000108_ZSC7F.png,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\distorted\level_1_mild\000108_ZSC7F.png,ZSC7F,1,mild,1000150,created
000109_1jMvN,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\clean\000109_1jMvN.png,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\distorted\level_1_mild\000109_1jMvN.png,1jMvN,1,mild,1000151,created
000110_O8f2e,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\clean\000110_O8f2e.png,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\distorted\level_1_mild\000110_O8f2e.png,O8f2e,1,mild,1000152,created
000111_jYNkR,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\clean\000111_jYNkR.png,C:\Dev\Projects\Deep_Larning_Captcha\data\synthetic\distorted\level_1_mild\000111_jYNkR.png,jYNkR,1,mild,1000153,created
